medcode	readcode	Description	CodingSystem
67217	B55y100	Malignant neoplasm of trunk NOS	readcode
67236	B512000	Malignant neoplasm of hippocampus	readcode
67323	B06y.00	"Malignant neoplasm of oropharynx, other specified sites"	readcode
67324	B315100	Malig neop of connective and soft tissue of inguinal region	readcode
67396	B576.00	Secondary malig neop of retroperitoneum and peritoneum	readcode
67446	B001.00	"Malignant neoplasm of lower lip, vermilion border"	readcode
67451	B30W.00	Malignant neoplasm/overlap lesion/bone+articulr cartilage	readcode
67497	B106.00	"Malignant neoplasm, overlapping lesion of oesophagus"	readcode
67504	B003000	"Malignant neoplasm of lower lip, buccal aspect"	readcode
67506	B614200	Hodgkin's nodular sclerosis of intrathoracic lymph nodes	readcode
67518	ByuD100	[X]Other types of follicular non-Hodgkin's lymphoma	readcode
67700	B66..12	Monoblastic leukaemia	readcode
67703	B616.00	"Hodgkin's disease, lymphocytic depletion"	readcode
67763	B303400	Malignant neoplasm of costo-vertebral joint	readcode
67797	B561600	Secondary and unspec malig neop superfic tracheobronchial LN	readcode
67806	B323z00	Malignant melanoma of face NOS	readcode
67884	B350100	Malignant neoplasm of areola of male breast	readcode
67949	B48y.00	Malignant neoplasm of other male genital organ	readcode
68027	ByuA000	[X]Malignant neoplasm/other and unspecified cranial nerves	readcode
68039	B612400	Hodgkin's sarcoma of lymph nodes of axilla and upper limb	readcode
68055	B307.00	Malignant neoplasm of long bones of leg	readcode
68133	B323300	Malignant melanoma of forehead	readcode
68155	B430100	Malignant neoplasm of fundus of corpus uteri	readcode
68161	B48y000	Malignant neoplasm of seminal vesicle	readcode
68236	B550.00	"Malignant neoplasm of head, neck and face"	readcode
68330	B613100	"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"	readcode
68332	ByuC600	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system	readcode
68399	B004200	"Malignant neoplasm of lip unspecified, mucosa"	readcode
68410	B150200	Primary angiosarcoma of liver	readcode
68480	B350000	Malignant neoplasm of nipple of male breast	readcode
68611	B560900	Secondary and unspec malig neop deep cervical LN	readcode
68641	B517z00	Malignant neoplasm of brain stem NOS	readcode
68787	B55y000	Malignant neoplasm of back NOS	readcode
68824	B48y200	"Malignant neoplasm, overlapping lesion male genital orgs"	readcode
69104	B305100	Malignant neoplasm of carpal bone - lunate	readcode
69132	B562400	Secondary and unspec malig neop external iliac lymph nodes	readcode
69146	B300z00	Malignant neoplasm of bones of skull and face NOS	readcode
69392	B561700	Secondary and unspec malig neop inferior tracheobronchial LN	readcode
69497	B623000	Malignant histiocytosis of unspecified site	readcode
69671	B010.11	Malignant neoplasm of posterior third of tongue	readcode
69761	B00zz00	"Malignant neoplasm of lip, vermilion border NOS"	readcode
69821	B18y600	Malignant neoplasm of the pouch of Douglas	readcode
69927	B308800	Malignant neoplasm of first metatarsal bone	readcode
69951	B055100	Malignant neoplasm of roof of mouth	readcode
70026	B574z00	Secondary malig neop of small intestine or duodenum NOS	readcode
70104	B521z00	Malignant neoplasm of cerebral meninges NOS	readcode
70126	B520100	Malignant neoplasm of optic nerve	readcode
70374	B600300	Reticulosarcoma of intra-abdominal lymph nodes	readcode
70463	B315000	Malignant neoplasm of connective and soft tissue of buttock	readcode
70509	B627D00	Diffuse non-Hodgkin's centroblastic lymphoma	readcode
70637	B320.00	Malignant melanoma of lip	readcode
70696	B02y.00	Malignant neoplasm of other major salivary glands	readcode
70716	B62zz11	Immunoproliferative neoplasm	readcode
70724	B653.00	Myeloid sarcoma	readcode
70729	B431z00	Malignant neoplasm of isthmus of uterine body NOS	readcode
70736	B58y300	Secondary malignant neoplasm of vagina	readcode
70747	B564z00	Secondary and unspec malig neop of inguinal and leg LN NOS	readcode
70819	B055.00	Malignant neoplasm of palate unspecified	readcode
70824	B540z00	Malignant neoplasm of adrenal gland NOS	readcode
70842	B627100	Follicular non-Hodg mixed sml cleavd & lge cell lymphoma	readcode
70928	B022.00	Malignant neoplasm of sublingual gland	readcode
70942	B510400	Malignant neoplasm of hypothalamus	readcode
71031	B600100	"Reticulosarcoma of lymph nodes of head, face and neck"	readcode
71136	B323100	Malignant melanoma of chin	readcode
71139	B51y.00	Malignant neoplasm of other parts of brain	readcode
71142	B613000	"Hodgkin's, lymphocytic-histiocytic predominance unspec site"	readcode
71147	B003.00	"Malignant neoplasm of lower lip, inner aspect"	readcode
71204	B200000	Malignant neoplasm of cartilage of nose	readcode
71238	B601100	"Lymphosarcoma of lymph nodes of head, face and neck"	readcode
71262	B62y600	Malignant lymphoma NOS of intrapelvic lymph nodes	readcode
71304	B602z00	Burkitt's lymphoma NOS	readcode
71584	B507.00	Malignant neoplasm of lacrimal duct	readcode
71609	B62z500	Unspec malig neop lymphoid/histiocytic nodes inguinal/leg	readcode
71625	B601000	Lymphosarcoma of unspecified site	readcode
71810	B304.00	Malignant neoplasm of scapula and long bones of upper arm	readcode
71946	B201300	Malignant neoplasm of mastoid air cells	readcode
72127	B484.00	Malignant neoplasm of epididymis	readcode
72174	B4A4.00	Malignant neoplasm of paraurethral glands	readcode
72197	B67y000	Lymphosarcoma cell leukaemia	readcode
72212	B308200	Malignant neoplasm of calcaneum	readcode
72224	B1z1100	Fibrosarcoma of spleen	readcode
72445	B161000	Malignant neoplasm of cystic duct	readcode
72464	B305.12	Malignant neoplasm of metacarpal bones	readcode
72500	ByuDB00	"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"	readcode
72522	B313200	Malignant neoplasm of great vessels	readcode
72713	B562100	Secondary and unspec malig neop superficial mesenteric LN	readcode
72714	B621500	Mycosis fungoides of lymph nodes of inguinal region and leg	readcode
72723	B430000	Malignant neoplasm of cornu of corpus uteri	readcode
72725	B62y200	Malignant lymphoma NOS of intrathoracic lymph nodes	readcode
72774	B642.00	Subacute lymphoid leukaemia	readcode
72803	B565z00	Secondary and unspec malig neop intrapelvic LN NOS	readcode
73213	B581.00	Secondary malignant neoplasm of other urinary organs	readcode
73296	Byu3100	"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd"	readcode
73439	B064z00	Malignant neoplasm of anterior epiglottis NOS	readcode
73510	B550500	Malignant neoplasm of supraclavicular fossa NOS	readcode
73530	B305.00	Malignant neoplasm of hand bones	readcode
73532	B613300	"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node"	readcode
73536	B327000	Malignant melanoma of hip	readcode
73537	B201z00	"Malig neop auditory tube, middle ear, mastoid air cells NOS"	readcode
73538	B563z00	Secondary and unspec malig neop axilla and upper limb LN NOS	readcode
73556	B305z00	Malignant neoplasm of hand bones NOS	readcode
73614	B004000	"Malignant neoplasm of lip unspecified, buccal aspect"	readcode
73616	B58y200	Secondary malignant neoplasm of cervix uteri	readcode
73718	B310z00	"Malig neop connective and soft tissue head, face, neck NOS"	readcode
73744	B322z00	Malignant melanoma of ear and external auricular canal NOS	readcode
73777	B624z00	Leukaemic reticuloendotheliosis NOS	readcode
73962	B000.00	"Malignant neoplasm of upper lip, vermilion border"	readcode
73988	B524500	Malignant neoplasm of peripheral nerve of pelvis	readcode
73992	B504.00	Malignant neoplasm of cornea	readcode
74896	B161z00	Malignant neoplasm of extrahepatic bile ducts NOS	readcode
84368	B565000	Secondary and unspec malig neop internal iliac lymph nodes	readcode
86046	B524400	Malignant neoplasm of peripheral nerve of abdomen	readcode
86812	B305D00	Malignant neoplasm of phalanges of hand	readcode
86996	B501000	Malignant neoplasm of connective tissue of orbit	readcode
86997	Byu2400	[X]Malignant neoplasm/ill-defined sites within resp system	readcode
87113	B54X.00	"Malignant neoplasm-pluriglandular involvement,unspecified"	readcode
87335	B624.12	Hairy cell leukaemia	readcode
88022	ByuC400	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs	readcode
88144	B52y.00	Malignant neoplasm of other specified part of nervous system	readcode
88362	B08y.00	Malignant neoplasm of other specified hypopharyngeal site	readcode
89258	B524200	"Malignant neoplasm of peripheral nerve of low limb, incl hip"	readcode
89329	ByuD800	[X]Other specified leukaemias	readcode
89593	B151200	Malignant neoplasm of intrahepatic biliary passages	readcode
89657	B626z00	Malignant mast cell tumour NOS	readcode
89762	ByuD700	[X]Other monocytic leukaemia	readcode
89909	B003200	"Malignant neoplasm of lower lip, mucosa"	readcode
89916	B553100	Malignant neoplasm of presacral region	readcode
90124	B067.00	Malignant neoplasm of posterior wall of oropharynx	readcode
90201	B62x000	T-zone lymphoma	readcode
90290	B18y700	Malignant neoplasm of mesentery	readcode
90546	B312z00	Malig neop connective and soft tissue hip and leg NOS	readcode
90610	B002300	"Malignant neoplasm of upper lip, oral aspect"	readcode
90659	B54y.00	Malignant neoplasm of other specified endocrine gland	readcode
91035	B010z00	Malignant neoplasm of fixed part of tongue NOS	readcode
91037	B06yz00	Malignant neoplasm of other specified site of oropharynx NOS	readcode
91240	B517300	Malignant neoplasm of pons	readcode
91457	Byu5900	"[X]Malignant neoplasm/connective + soft tissue,unspecified"	readcode
91509	B471z00	Malignant neoplasm of descended testis NOS	readcode
91586	B311400	Malignant neoplasm of connective and soft tissue of finger	readcode
91674	B621300	Mycosis fungoides of intra-abdominal lymph nodes	readcode
91843	B003100	"Malignant neoplasm of lower lip, frenulum"	readcode
91895	B064100	Malignant neoplasm of glossoepiglottic fold	readcode
91896	Byu5800	"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"	readcode
91900	B61z400	Hodgkin's disease NOS of lymph nodes of axilla and arm	readcode
92068	B620300	Nodular lymphoma of intra-abdominal lymph nodes	readcode
92245	B613200	"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes"	readcode
92329	B48yz00	Malignant neoplasm of other male genital organ NOS	readcode
92371	B304300	Malignant neoplasm of radius	readcode
92380	B602500	Burkitt's lymphoma of lymph nodes of inguinal region and leg	readcode
92382	B308B00	Malignant neoplasm of fourth metatarsal bone	readcode
92703	B560400	Secondary and unspec malig neop deep parotid lymph nodes	readcode
92720	B243.00	Malignant neoplasm of posterior mediastinum	readcode
93218	B03z.00	Malignant neoplasm of gum NOS	readcode
93342	B66z.00	Monocytic leukaemia NOS	readcode
93384	B62z200	Unspec malig neop lymphoid/histiocytic of intrathoracic node	readcode
93478	B138.00	"Malignant neoplasm, overlapping lesion of colon"	readcode
93537	B517200	Malignant neoplasm of midbrain	readcode
93665	Byu5300	"[X]Kaposi's sarcoma, unspecified"	readcode
93716	B561z00	Secondary and unspec malig neop intrathoracic LN NOS	readcode
93762	B42..00	Malignant neoplasm of placenta	readcode
93778	B1z1z00	Malignant neoplasm of spleen NOS	readcode
93842	B062300	Malignant neoplasm of palatopharyngeal arch	readcode
93951	B613500	"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg"	readcode
94005	B615z00	"Hodgkin's disease, mixed cellularity NOS"	readcode
94174	B67y.00	Other and unspecified leukaemia	readcode
94220	B540100	Malignant neoplasm of adrenal medulla	readcode
94251	B00z100	"Malignant neoplasm of lip, unspecified, lipstick area"	readcode
94272	B314100	Malig neoplasm of connective and soft tissues of lumb spine	readcode
94278	B110111	Malignant neoplasm of gastro-oesophageal junction	readcode
94279	B61z700	Hodgkin's disease NOS of spleen	readcode
94355	B55y200	Malignant neoplasm of flank NOS	readcode
94390	B070.00	Malignant neoplasm of roof of nasopharynx	readcode
94407	B615100	"Hodgkin's mixed cellularity of lymph nodes head, face, neck"	readcode
94415	B623100	"Malignant histiocytosis of lymph nodes head, face and neck"	readcode
94427	B305C00	Malignant neoplasm of fifth metacarpal bone	readcode
94441	B003300	"Malignant neoplasm of lower lip, oral aspect"	readcode
94776	B1z2.00	"Malignant neoplasm, overlapping lesion of digestive system"	readcode
94975	B241300	Malignant neoplasm of pericardium	readcode
94995	B620500	Nodular lymphoma of lymph nodes of inguinal region and leg	readcode
95012	B621800	Mycosis fungoides of lymph nodes of multiple sites	readcode
95016	B0z1.00	Malignant neoplasm of Waldeyer's ring	readcode
95049	B616000	Hodgkin's lymphocytic depletion of unspecified site	readcode
95057	B34y000	Malignant neoplasm of ectopic site of female breast	readcode
95058	B600700	Reticulosarcoma of spleen	readcode
95182	B308100	Malignant neoplasm of talus	readcode
95323	B35z000	Malignant neoplasm of ectopic site of male breast	readcode
95338	B613600	"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"	readcode
95378	B561200	Secondary and unspec malig neop diaphragmatic lymph nodes	readcode
95421	B45y.00	Malignant neoplasm of other specified female genital organ	readcode
95429	B071.00	Malignant neoplasm of posterior wall of nasopharynx	readcode
95458	B300300	Malignant neoplasm of nasal bone	readcode
95480	B001100	"Malignant neoplasm of lower lip, lipstick area"	readcode
95505	B41y000	Malignant neoplasm of cervical stump	readcode
95545	B627911	Maltoma	readcode
95629	B325500	Malignant melanoma of perineum	readcode
95630	B62x600	True histiocytic lymphoma	readcode
95644	B241.00	Malignant neoplasm of heart	readcode
95671	Byu5700	"[X]Malignant neoplasm of peritoneum, unspecified"	readcode
95715	B627900	Mucosa-associated lymphoma	readcode
95772	B051000	Malignant neoplasm of upper buccal sulcus	readcode
95783	B17yz00	Malignant neoplasm of specified site of pancreas NOS	readcode
95792	B62zz00	Lymphoid and histiocytic malignancy NOS	readcode
95949	B621000	Mycosis fungoides of unspecified site	readcode
96003	B055000	Malignant neoplasm of junction of hard and soft palate	readcode
96094	B119.00	Siewert type III adenocarcinoma	readcode
96226	ByuC100	[X]Malignant neoplasm/overlap lesion/other+ill-defined sites	readcode
96379	B621400	Mycosis fungoides of lymph nodes of axilla and upper limb	readcode
96429	B470z00	Malignant neoplasm of undescended testis NOS	readcode
96445	B300B00	Malignant neoplasm of turbinate	readcode
96585	B32y000	Overlapping malignant melanoma of skin	readcode
96635	B17y000	Malignant neoplasm of ectopic pancreatic tissue	readcode
96782	B003z00	"Malignant neoplasm of lower lip, inner aspect NOS"	readcode
96783	B005.00	Malignant neoplasm of commissure of lip	readcode
96802	B11y100	Malignant neoplasm of posterior wall of stomach NEC	readcode
96869	B071z00	Malignant neoplasm of posterior wall of nasopharynx NOS	readcode
96971	B20y.00	"Malig neop other site nasal cavity, middle ear and sinuses"	readcode
97091	ByuC500	[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs	readcode
97332	B213z00	Malignant neoplasm of laryngeal cartilage NOS	readcode
97499	B118.00	Siewert type II adenocarcinoma	readcode
97530	B051100	Malignant neoplasm of lower buccal sulcus	readcode
97547	B551200	Malignant neoplasm of intrathoracic site NOS	readcode
97577	B602300	Burkitt's lymphoma of intra-abdominal lymph nodes	readcode
97672	B576z00	Secondary malig neop of retroperitoneum or peritoneum NOS	readcode
97746	B61z800	Hodgkin's disease NOS of lymph nodes of multiple sites	readcode
97832	B58y211	Secondary cancer of the cervix	readcode
97863	B615000	"Hodgkin's disease, mixed cellularity of unspecified site"	readcode
97875	B175.00	"Malignant neoplasm, overlapping lesion of pancreas"	readcode
97996	B44y.00	Malignant neoplasm of other site of uterine adnexa	readcode
98104	B23y.00	Malignant neoplasm of other specified pleura	readcode
98142	B107.00	Siewert type I adenocarcinoma	readcode
98361	Byu5B00	[X]Kaposi's sarcoma of other sites	readcode
98408	B313z00	Malig neop of connective and soft tissue of thorax NOS	readcode
98500	B002200	"Malignant neoplasm of upper lip, mucosa"	readcode
98537	B201100	Malignant neoplasm of tympanic cavity	readcode
98596	ByuD200	[X]Other types of diffuse non-Hodgkin's lymphoma	readcode
98626	B563100	Secondary and unspec malig neop supratrochlear lymph nodes	readcode
98740	B000z00	"Malignant neoplasm of upper lip, vermilion border NOS"	readcode
98813	B500.00	"Malig neop eyeball excl conjunctiva, cornea, retina, choroid"	readcode
98840	B610300	Hodgkin's paragranuloma of intra-abdominal lymph nodes	readcode
98909	B611100	"Hodgkin's granuloma of lymph nodes of head, face and neck"	readcode
98911	B200100	Malignant neoplasm of nasal conchae	readcode
99001	B002100	"Malignant neoplasm of upper lip, frenulum"	readcode
99012	B61z500	Hodgkin's disease NOS of lymph nodes inguinal region and leg	readcode
99015	B66y.00	Other monocytic leukaemia	readcode
99096	Byu2300	[X]Malignant neopl/overlapping les/resp+intrathoracic organs	readcode
99185	B062100	Malignant neoplasm of glossopalatine fold	readcode
99240	B600z00	Reticulosarcoma NOS	readcode
99257	B324z00	Malignant melanoma of scalp and neck NOS	readcode
99386	B073200	Malignant neoplasm posterior margin nasal septum and choanae	readcode
99413	B67yz00	Other and unspecified leukaemia NOS	readcode
99493	B002.00	"Malignant neoplasm of upper lip, inner aspect"	readcode
99511	B574200	Secondary malignant neoplasm of ileum	readcode
99572	B312500	Malignant neoplasm of connective and soft tissue of toe	readcode
99621	B520.00	Malignant neoplasm of cranial nerves	readcode
99887	B60y.00	Other specified reticulosarcoma or lymphosarcoma	readcode
99896	B12y.00	Malignant neoplasm of other specified site small intestine	readcode
99913	B510300	Malignant neoplasm of globus pallidus	readcode
99951	B60z.00	Reticulosarcoma or lymphosarcoma NOS	readcode
100002	B062z00	Malignant neoplasm of tonsillar fossa NOS	readcode
100006	B602200	Burkitt's lymphoma of intrathoracic lymph nodes	readcode
100083	B546.00	Neuroblastoma	readcode
100144	B004300	"Malignant neoplasm of lip, oral aspect"	readcode
100232	B24y.00	"Malig neop of other site of heart, thymus and mediastinum"	readcode
100296	B582100	Secondary malignant neoplasm of skin of face	readcode
100352	B601500	Lymphosarcoma of lymph nodes of inguinal region and leg	readcode
100423	B610100	"Hodgkin's paragranuloma of lymph nodes of head, face, neck"	readcode
100532	B622z00	Sezary's disease NOS	readcode
100584	B110000	Malignant neoplasm of cardiac orifice of stomach	readcode
100615	B626500	Mast cell malignancy of lymph nodes inguinal region and leg	readcode
100721	B002z00	"Malignant neoplasm of upper lip, inner aspect NOS"	readcode
100733	B51yz00	Malignant neoplasm of other part of brain NOS	readcode
100786	B651000	Chronic eosinophilic leukaemia	readcode
100906	B00z000	"Malignant neoplasm of lip, unspecified, external"	readcode
100918	B073z00	Malignant neoplasm of anterior wall of nasopharynx NOS	readcode
101086	B520z00	Malignant neoplasm of cranial nerves NOS	readcode
101114	B627A00	Diffuse non-Hodgkin's large cell lymphoma	readcode
101465	B62z800	Unspec malig neop lymphoid/histiocytic of multiple sites	readcode
101530	B616z00	"Hodgkin's disease, lymphocytic depletion NOS"	readcode
101606	B662.00	Subacute monocytic leukaemia	readcode
101608	B4A1100	Malignant neoplasm of ureteropelvic junction	readcode
101662	B565200	Secondary and unspec malig neop circumflex iliac LN	readcode
101668	Byu5400	"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified"	readcode
101700	B139.00	Hereditary nonpolyposis colon cancer	readcode
101707	B001z00	"Malignant neoplasm of lower lip, vermilion border NOS"	readcode
101715	B616700	"Hodgkin's disease, lymphocytic depletion of spleen"	readcode
101753	B03y.00	Malignant neoplasm of other sites of gum	readcode
101778	B442.00	Malignant neoplasm of broad ligament	readcode
101805	B507000	Malignant neoplasm of lacrimal sac	readcode
101885	B241400	Mesothelioma of pericardium	readcode
101907	B182.00	Overlapping malign lesion of retroperitoneum and peritoneum	readcode
101988	B060100	Malignant neoplasm of palatine tonsil	readcode
102142	B013000	Malignant neoplasm of anterior 2/3 of tongue ventral surface	readcode
102145	B322100	Malignant melanoma of external auditory meatus	readcode
102151	B060200	Malignant neoplasm of overlapping lesion of tonsil	readcode
102158	B625200	Letterer-Siwe disease of intrathoracic lymph nodes	readcode
102205	B072z00	Malignant neoplasm of lateral wall of nasopharynx NOS	readcode
102594	B627E00	Diffuse large B-cell lymphoma	readcode
102688	ByuD400	[X]Other malignant immunoproliferative diseases	readcode
102715	B625000	Letterer-Siwe disease of unspecified sites	readcode
102783	B651200	Chronic neutrophilic leukaemia	readcode
102949	B312000	Malignant neoplasm of connective and soft tissue of hip	readcode
103245	B601700	Lymphosarcoma of spleen	readcode
103353	B62z300	Unspec malig neop lymphoid/histiocytic intra-abdominal nodes	readcode
103354	B308z00	Malignant neoplasm of short bones of leg NOS	readcode
103645	B66yz00	Other monocytic leukaemia NOS	readcode
103796	B051.00	Malignant neoplasm of vestibule of mouth	readcode
103900	B626000	Mast cell malignancy of unspecified site	readcode
103946	B220100	Malignant neoplasm of mucosa of trachea	readcode
103995	B545z00	Malignant neoplasm of aortic body or paraganglia NOS	readcode
104128	B31z000	Kaposi's sarcoma of soft tissue	readcode
104139	B313300	Malig neoplasm of connective and soft tissues of thor spine	readcode
104152	B628.00	Follicular lymphoma	readcode
104273	B677.00	Myelodysplastic and myeloproliferative disease	readcode
104291	B61..11	Hodgkin lymphoma	readcode
104324	B595.00	Malignant tumour of unknown origin	readcode
104325	B640000	B-cell acute lymphoblastic leukaemia	readcode
104328	B641000	B-cell chronic lymphocytic leukaemia	readcode
104386	B62F000	Small cell B-cell lymphoma	readcode
104391	B627.11	Non-Hodgkin lymphoma	readcode
104412	B62F200	Lymphoblastic (diffuse) lymphoma	readcode
104418	B630400	Solitary plasmacytoma	readcode
104475	B692.00	Subacute myelomonocytic leukaemia	readcode
104480	B58y800	Secondary malignant neoplasm of epididymis and vas deferens	readcode
104484	B61C.00	Other classical Hodgkin lymphoma	readcode
104620	B62F100	Mantle cell lymphoma	readcode
