#AUTOGENERATED	DONT EDIT
G767.00	Aortitis - syphilitic
AC03.00	Cutaneous schistosomiasis
A3BXK00	Met resist stap aureus cause disease class other chapters
A39zz00	Actinomycosis unspecified site NOS
AC20.00	Liver echinococcus granulosus
L173000	Maternal tuberculosis,unspec whether in pregnancy/puerperium
A174.00	Tuberculosis of ear
A94y200	Syphilitic disseminated retinochoroiditis
A91..00	Early symptomatic syphilis
A121.00	Tuberculosis of intrathoracic lymph nodes
A788000	Acute human immunodeficiency virus infection
A788100	Asymptomatic human immunodeficiency virus infection
A52y.00	Varicella with unspecified complications NOS
A3BXH00	Clostridium perfring/cause/diseases classfd/oth chapters
43v..00	CD4 immune monitoring
A787100	Machupo haemorrhagic fever
A202.00	Septicaemic plague
A861.00	Chagas disease with other organ involvement
A76z.00	Unspecified trachoma
A982.00	Chronic gonorrhoea lower genitourinary tract
AC0y300	Schistosoma spindale
AC7..00	Other intestinal helminthiases
A862.00	Chagas disease without mention of organ involvement
AC8yz00	Other specified helminthiasis NOS
A821100	India tick virus
A25..00	Melioidosis
A863.00	Gambian trypanosomiasis
A3BX900	Unspcfd staphlococ/cause/diseases classified/oth chapters
Q40A300	Perinatal coagulase negative staphylococcus
A250.00	Acute and fulminating melioidosis
A91X.00	Early syphilis, unspecified
A916.00	Secondary syphilis of viscera or bone
AA4z.00	Other spirochaetal infection NOS
A913.00	Secondary syphilis of skin or mucus membranes
AE0z.00	Late effects of tuberculosis NOS
A626.00	Rocio virus disease
A600.00	Sylvatic yellow fever
A60z.00	Yellow fever unspecified
A39z000	Maduromycosis NOS
A2z..00	Zoonotic bacterial disease NOS
AA4y.00	Other specified spirochaetal infection
A170700	Tuberculosis papulonecrotica
A930.00	Syphilitic aortic aneurysm
A913500	Secondary syphilis of vulva
A3BXE00	Proteus(mirabilis)(morganii)cause/dis classfd/oth chapter
A113.00	Tuberculosis of bronchus
A880100	Cutaneous and mucocutaneous bartonellosis
AyuA100	[X]Herpesviral infection, unspecified
N015500	Arthropathy with other viral disease, of pelvic region/thigh
AA0yz00	Other specified leptospiral infection NOS
AyuC.00	[X]Human immunodeficiency virus disease
A788y00	Human immunodeficiency virus with other clinical findings
H450.00	Pneumoconiosis associated with tuberculosis
A787.00	Arenaviral haemorrhagic fever
A663500	Mucambo fever
A72y.00	Mumps with unspecified complication
AC56000	Filariasis due to Brugia timori
G86y000	Chylocele - nonfilarial
A531z00	Herpes zoster with other CNS complication NOS
Ayu3U00	[X]Haemophilus influenzae infection, unspecified
A880.00	Bartonellosis
A300000	Borderline lepromatous leprosy
L175100	Maternal rubella during pregnancy - baby delivered
A72xz00	Mumps with other specified complications NOS
AC5..00	Filarial infection and dracontiasis
AA2x000	Juxta-articular yaws nodules
A789900	HIV disease resulting in lymphoid interstitial pneumonitis
A970.00	Late syphilis unspecified
A810.00	Murine endemic flea typhus
A913z00	Secondary syphilis of skin or mucus membranes NOS
AE00.00	Late effects of respiratory tuberculosis
A832.00	Rickettsialpox
A81z.00	Other typhus NOS
A93y000	Syphilitic pericarditis
A912z00	Other primary syphilis NOS
A663.00	Other mosquito-borne fever
A56y.00	Rubella with unspecified complication
N015600	Arthropathy with other viral disease, of lower leg
A789700	HIV dis resulting oth types of non-Hodgkins lymphoma
A789100	HIV disease resulting in cytomegaloviral disease
AA2z.00	Unspecified yaws
L170100	Maternal syphilis during pregnancy - baby delivered
AA4..00	Other spirochaetal infections
A913300	Secondary syphilis of skin
A177.00	Tuberculosis spleen
N015400	Arthropathy with other viral disease, of hand
A786.00	Haemorrhagic nephrosonephritis
AC0y.00	Other specified schistosomiasis
AC2y.00	Liver echinococcus unspecified
A390.00	Cutaneous actinomycosis
A39y100	Cutaneous nocardiosis
M162400	Parapsoriasis herpetiformis
Q40y000	Intrauterine fetal sepsis, unspecified
AC27.00	Unspecified echinococcus multilocularis
A663200	Chikungunya fever
A750.00	Gammaherpesviral mononucleosis
A788W00	HIV disease resulting in unspecified malignant neoplasm
A170000	Tuberculosis - lupus exedens
A3Ay.00	Other specified bacterial disease
N015700	Arthropathy with other viral disease, of ankle and foot
A841000	Plasmodium vivax malaria with rupture of spleen
A393.00	Cervicofacial actinomycosis
A39y.00	Other specified actinomycosis
A201.00	Cellulocutaneous plague
N015300	Arthropathy with other viral disease, of forearm
AA2y.00	Latent yaws
A7y0300	Reovirus as cause of diseases classified to other chapters
A821200	Kenya tick virus
L169000	Herpes gestationis unspecified
A122.00	Isolated tracheal or bronchial tuberculosis
N015000	Arthropathy with other viral disease, of unspecified site
A982200	Chronic gonococcal vulvovaginitis
N307600	Poliomyelitis osteopathy of the lower leg
A125X00	Resp TB unspcf,wout mention/bacterial or histol confrmtn
A845.00	Mixed malaria
J100000	Megaoesophagus in Chagas disease
A788200	HIV infection with persistent generalised lymphadenopathy
AyuC600	[X]HIV disease resulting in other non-Hodgkins lymphoma
AyuF100	[X]Plasmodium falciparum malaria, unspecified
N017100	Helminthiasis with arthropathy of the shoulder region
A918100	Syphilitic alopecia
A844.00	Other malaria
A912000	Primary breast syphilis
A20z.00	Plague unspecified
AyuA500	[X]Zoster without complications
Ayu3X00	[X]Bacterial infection, unspecified
AyuF700	[X]Unspecified malaria
Ayu3600	[X]Other tetanus
AyuA300	[X]Varicella without complications
Ayu3V00	[X]Mycoplasma infection, unspecified
G717.00	Aortic aneurysm - syphilitic
AC0y000	Schistosoma bovis
A56x.00	Rubella with other specified complication
A173z00	Tuberculosis of eye NOS
A849.00	Other malaria complications
A788500	Human immunodeficiency virus with secondary infection
AC8y.00	Other specified helminthiases
AE04.00	Late effects of tuberculosis of other specified organs
AA25.00	Gangosa - tertiary yaws
A788X00	HIV disease resulting/unspcf infectious+parasitic disease
A3B6100	Proteus morganii infection
L169200	Herpes gestationis - delivered with postnatal complication
A98y.00	Gonococcal infection of other specified sites
A180.00	Acute miliary tuberculosis
Ayu3H00	[X]Other specified septicaemia
AA2x100	Mucosal yaws
A3By200	Mima polymorpha infection
AAy..00	Other specified spirochaetal infections
A94y500	Syphilitic acoustic neuritis
Ayu0F00	[X]Viral intestinal infection, unspecified
Ayu1600	[X]Tuberculosis of other specified organs
N307700	Poliomyelitis osteopathy of the ankle and foot
A384z00	Other gram negative septicaemia NOS
Ayu3G00	[X]Septicaemia due to other gram-negative organisms
ZVu1300	[X]Carrier of other specified bacterial diseases
AyuAA00	[X]Rubella without complication
A915100	Secondary syphilitic chorioretinitis
AyuD900	[X]Other specified viral diseases
AyuDD00	[X]Parvovirus infection, unspecified
Ayu3D00	[X]Meningococcal infection, unspecified
Ayu1.00	[X]Tuberculosis
Ayu1000	[X]Other resp tubercul,confirmd bacteriologicly+histologicly
AyuD.00	[X]Other viral diseases
Ayu1100	[X]Resp tuberculos unspcfd,confirmd bacteriolog+histologicly
Ayu4C00	[X]Gonococcal infection, unspecified
AE01.00	Late effects of central nervous system tuberculosis
A36y.00	Other specified meningococcal infection
A39y000	Pulmonary nocardiosis
A880000	Systemic bartonellosis
A912200	Primary lip syphilis
AE03.00	Late effects of tuberculosis of bones and joints
A9y..00	Other specified syphilis or other venereal diseases
A918z00	Other secondary syphilis NOS
A175.00	Tuberculosis of thyroid gland
A918.00	Other forms of secondary syphilis
A849z00	Other malaria complications NOS
ZVu0J00	[X]Special screening examinat for other bacterial diseases
A661z00	Tick-borne fever NOS
L175z00	Maternal rubella in pregnancy/childbirth/puerperium NOS
Ayu3200	[X]Other Mycobacterium infections
AyuD100	[X]Cytomegaloviral disease, unspecified
AyuG600	[X]Taeniasis, unspecified
A95..00	Other forms of late syphilis with symptoms
A22z.00	Anthrax NOS
745F.00	Tuberculosis support
A86z.00	Trypanosomiasis NOS
A55x000	Measles keratoconjunctivitis
65Y2.00	Streptomycin resistant tuberculosis
A950.00	Syphilitic episcleritis
A78y400	Tanapox
A92z.00	Latent early syphilis NOS
A914.00	Adenopathy due to secondary syphilis
A320.00	Faucial diphtheria
A301000	Borderline tuberculoid leprosy
A811.00	Brills disease
A651.00	Omsk haemorrhagic fever
43w3.00	Human immunodeficiency virus RNA/DNA ratio
L293100	Septicaemia during labour - delivered
AyuJ400	[X]Sequelae of respiratory and unspecified tuberculosis
A601.00	Urban yellow fever
A122100	Isolated bronchial tuberculosis
Qyu4200	[X]Other bacterial sepsis of newborn
A661200	Colorado tick fever
AyuA.00	[X]Viral infections characterized by skin and mucous membra
Ayu5700	[X]Spirochaetal infection, unspecified
AyuD500	[X]Infectious mononucleosis, unspecified
F4A5500	Keratitis due to tuberculosis
A3B0000	Group B streptococcus infection
L175000	Maternal rubella, unspecified whether pregnancy/puerperium
AC2z.00	Echinococcus NOS
ZV02000	[V]Cholera carrier
AC0yz00	Other specified schistosoma NOS
AyuG.00	[X]Helminthiasis
AyuA600	[X]Measles with other complications
AA22.00	Other early yaws skin lesions
L096600	Septic embolism following abortive pregnancy
A270200	Cutaneous listeriosis
F381200	Myasthenic syndrome due to botulism
Ayu3T00	[X]Streptococcal infection, unspecified
A65..00	Arthropod-borne haemorrhagic fever
65Y9.00	Inactive tuberculosis
A853.00	Ethiopian cutaneous leishmaniasis
Ayu9800	[X]Unspecified viral haemorrhagic fever
AyuDA00	[X]Adenovirus infection, unspecified
L170000	Maternal syphilis, unspec whether in pregnancy or puerperium
A760.00	Trachoma dubium - initial stage
4JU8.00	Amantadine resistant virus detected
H57y500	Lung disease with syphilis
AyuCB00	[X]HIV disease result/haematological+immunologic abnorms,NEC
A661000	Nairobi sheep disease
Ayu3300	[X]Mycobacterium infection, unspecified
4JUC.00	Human metapneumovirus detected
4J3F.00	Human immunodeficiency virus viral load by log rank
Ayu5000	[X]Other early skin lesions of yaws
Ayu4500	[X]Other secondary syphilis
65Y8.00	Ciprofloxacin resistant tuberculosis
4JUD.00	Human bocavirus detected
Ayu4900	[X]Late syphilis, unspecified
A30z.00	Leprosy NOS
A12y200	Tuberculosis of nasal septum
4JUH.00	Human enterovirus detected
A72x100	Mumps polyneuropathy
AyuJ500	[X]Sequelae of poliomyelitis
AyuD200	[X]Mumps with other complications
Ayu1900	[X]Miliary tuberculosis, unspecified
66j..00	Human immunodeficiency virus monitoring
4JUG.00	Human adenovirus detected
4JU6.00	Oseltamivir resistant virus detected
66j0.00	Human immunodeficiency virus annual review
A3B1200	Panton-Valentine leucocidin associat staph aureus infection
4JUE.00	Human rhinovirus detected
65Y5.00	Isoniazid resistant tuberculosis
A78y300	Marburg disease
A3C..00	Sepsis
A3Cy.00	Other specified sepsis
A3C0100	Sepsis due to Streptococcus group B
AB2y500	Candidal sepsis
A3Cz.00	Sepsis NOS
A396.00	Sepsis due to Actinomyces
A3C0300	Sepsis due to Streptococcus pneumoniae
L179.00	HIV disease complicating pregnancy childbirth puerperium
A3C1000	Sepsis due to Staphylococcus aureus
A3B0100	Group A streptococcus infection
A3C1.00	Sepsis due to Staphylococcus
A3C2.00	Sepsis due to anaerobic bacteria
A3C0000	Sepsis due to Streptococcus group A
A3C0y00	Other streptococcal sepsis
9kl..00	HIV pos gen health check serv declind - enhanc service admin
A3C3y00	Sepsis due to other Gram negative organisms
A3C3.00	Sepsis due to Gram negative bacteria
A799.00	Cytomegalovirus infection
A3BC.00	Infection due to ESBL producing bacteria
A3C0.00	Sepsis due to Streptococcus
A724.00	Mumps parotitis
A3C0z00	Streptococcal sepsis, unspecified
1JN0.00	Suspected sepsis
A78B.00	Hantavirus pulmonary syndrome
745Fy00	Other specified tuberculosis support
A663E00	Disease due to West Nile virus
9Nt1000	Seen by community HIV (human immunodeficiency virus) nurse
9mN..00	Human immunodeficiency virus infection monitoring invitation
8Hle.00	Referral to community HIV nurse specialist
A3BD.00	Infection due to carbapenemase producing Enterobacteriacea
9mN0.00	HIV infection monitoring telephone invitation
A871300	Borrelial lymphocytoma
4J3Q.00	Human immunodeficiency virus IgG avidity
4J3N.00	Human immunodeficiency virus drug resistance test
1JN3.00	Suspected Ebola virus infection
A3C1z00	Sepsis due to staphylococcus NOS
A3C1y00	Sepsis due to other specified staphylococcus
A19..00	Disseminated tuberculosis
4J3P.00	Human immunodeficiency virus type 1 subtype identification
745Fz00	Tuberculosis support NOS
A1A..00	Multidrug resistant tuberculosis
65Y0.00	Tuberculosis index case
A93..00	Cardiovascular syphilis
Gy0..00	Cardiovascular syphilis
A541.00	Genital herpes simplex
A541000	Genital herpes unspecified
A541500	Anogenital herpesviral infection
A541z00	Genital herpes simplex NOS
A906.00	Latent late congenital syphilis
Q402500	Congenital falciparum malaria
Q402200	Congenital malaria
A541600	Genital herpes simplex type 1
A541700	Genital herpes simplex type 2
Q408600	Pseudomonas pyocyaneus congenital infection
Ayu4G00	[X]Anogenital herpes viral infection, unspecified
A170500	Tuberculosis cutis
A170800	Tuberculosis verrucosa cutis
A788300	Human immunodeficiency virus with constitutional disease
1653.00	Fever with sweating
65Q..00	Infectious disease carrier
65Q1.00	Cholera carrier
65Q2.00	Typhoid carrier
65QZ.00	Infectious disease carrier NOS
A....00	Infectious and parasitic diseases
A170400	Tuberculosis colliquativa
A20y.00	Other specified plague types
A20y000	Abortive plague
A20y100	Ambulatory plague
A20yz00	Other specified plague NOS
A22y.00	Other specified anthrax manifestations
A27..00	Other zoonotic bacterial disease
A27z.00	Other zoonotic bacterial disease NOS
A2y..00	Other specified zoonotic bacterial diseases
A30y.00	Other leprosy
A395.00	Actinomycotic septicaemia
A3C3000	Sepsis due to Haemophilus influenzae
A51z.00	Paravaccinia NOS
A531500	Postzoster neuralgia
A53x000	Herpes zoster otitis externa
A544500	Herpes simplex ophthalmicus
A544z00	Ophthalmic herpes simplex NOS
A548.00	[X] Herpes labialis
A612.00	Severe Dengue
A65y.00	Other specified arthropod-borne haemorrhagic fever
A65y000	Mite-borne haemorrhagic fever
A65yz00	Other specified arthropod-borne haemorrhagic fever NOS
A65z.00	Arthropod-borne haemorrhagic fever NOS
A66..00	Other arthropod-borne viral disease
A663C00	West Nile fever
A663z00	Other mosquito-borne fever NOS
A66y.00	Other specified arthropod-borne viral diseases
A66yz00	Other specified arthropod-borne viral diseases NOS
A66z.00	Other arthropod-borne viral disease NOS
A787000	Junin haemorrhagic fever
A788V00	HIV disease resulting in multiple diseases classified elsewhere
A78A400	Chlamydial conjunctivitis
A7y0000	Coronavirus as the cause of diseases classified to other chapters
A8...00	Rickettsioses and other arthropod-borne diseases
A821.00	Boutonneuse fever
A821300	Marseilles fever
A821z00	Unspecified Boutonneuse fever
A822.00	North Asian tick fever
A822z00	North Asian tick fever NOS
A842.00	Quartan malaria
A851z00	Urban cutaneous leishmaniasis NOS
A871z00	Tick-borne relapsing fever NOS
A87z.00	Relapsing fever NOS
A88..00	Other arthropod-borne diseases
A88y.00	Other specified arthropod-borne diseases
A8y..00	Other specified rickettsioses or arthropod-borne diseases
A8z..00	Rickettsioses and arthropod-borne disease NOS
A916z00	Secondary syphilis of viscera and bone NOS
A93y.00	Other specified cardiovascular system syphilis
A93yz00	Other specified cardiovascular system syphilis NOS
A93z.00	Cardiovascular syphilis NOS
A951.00	Syphilis of lung
A95z.00	Late symptomatic syphilis NOS
A982z00	Chronic gonorrhoea of lower genitourinary tract NOS
A99..00	Other venereal diseases
A99y.00	Other specified venereal diseases
A99z.00	Venereal disease NOS
AA0y.00	Other specified leptospiral infection
AA2x.00	Other yaws manifestations
AA2xz00	Other yaws manifestation NOS
AC0y100	Schistosoma intercalatum
AC0y200	Schistosoma mattheii
AC1y.00	Other specified trematode infection
AC1yz00	Other specified trematode infection NOS
AC1z.00	Trematode infection NOS
AC26.00	Other echinococcus multilocularis
AC56.00	Other specified filariasis
Ayu..00	[X]Additional infectious disease classification terms
Ayu1200	[X]Other respiratory tuberculosis, without mention of bacteriological or histological confirmation
Ayu1400	[X]Other tuberculosis of nervous system
Ayu1700	[X]Acute miliary tuberculosis, unspecified
Ayu1800	[X]Other miliary tuberculosis
Ayu2.00	[X]Certain zoonotic bacterial diseases
Ayu2000	[X]Other forms of plague
Ayu2100	[X]Plague, unspecified
Ayu2400	[X]Other forms of anthrax
Ayu2500	[X]Anthrax, unspecified
Ayu2800	[X]Other melioidosis
Ayu2900	[X]Melioidosis, unspecified
Ayu2D00	[X]Other forms of leptospirosis
Ayu2E00	[X]Leptospirosis, unspecified
Ayu2G00	[X]Zoonotic bacterial disease, unspecified
Ayu3.00	[X]Other bacterial diseases
Ayu3000	[X]Other forms of leprosy
Ayu3100	[X]Leprosy, unspecified
Ayu3B00	[X]Meningococcaemia, unspecified
Ayu3C00	[X]Other meningococcal infections
Ayu3E00	[X]Other streptococcal septicaemia
Ayu3F00	[X]Streptococcal septicaemia, unspecified
Ayu3K00	[X]Other forms of actinomycosis
Ayu3M00	[X]Other forms of nocardiosis
Ayu3N00	[X]Nocardiosis, unspecified
Ayu3P00	[X]Other forms of bartonellosis
Ayu3Q00	[X]Bartonellosis, unspecified
Ayu3W00	[X]Other bacterial infections of unspecified site
Ayu4.00	[X]Infections with a predominantly sexual mode of transmission
Ayu4400	[X]Primary syphilis of other sites
Ayu4600	[X]Early syphilis, unspecified
Ayu4A00	[X]Syphilis, unspecified
Ayu4B00	[X]Other gonococcal infections
Ayu4H00	[X]Other specified predominantly sexually transmitted diseases
Ayu4J00	[X]Unspecified sexually transmitted disease
Ayu4N00	[X]Sexually transmitted infectious disease
Ayu5.00	[X]Other spirochaetal diseases
Ayu5100	[X]Other manifestations of yaws
Ayu5200	[X]Yaws, unspecified
Ayu5400	[X]Relapsing fever, unspecified
Ayu5600	[X]Other specified spirochaetal infections
Ayu6000	[X]Trachoma, unspecified
Ayu7000	[X]Typhus fever, unspecified
Ayu9.00	[X]Arthropod-borne viral fevers and viral haemorrhagic fevers
Ayu9200	[X]Other specified arthropod-borne viral fevers
Ayu9300	[X]Unspecified arthropod-borne viral fever
Ayu9400	[X]Yellow fever, unspecified
Ayu9500	[X]Other arenaviral haemorrhagic fevers
Ayu9600	[X]Arenaviral haemorrhagic fever, unspecified
Ayu9700	[X]Other specified viral haemorrhagic fevers
AyuA000	[X]Other forms of herpesviral infections
AyuA200	[X]Varicella with other complications
AyuA400	[X]Zoster with other complications
AyuA900	[X]Rubella with other complications
AyuAB00	[X]Other viral infections characterized by skin and mucocutaneous lesions, not elsewhere classified
AyuC000	[X]HIV disease resulting in other bacterial infections
AyuC100	[X]HIV disease resulting in other viral infections
AyuC200	[X]HIV disease resulting in other mycoses
AyuC300	[X]HIV disease resulting in multiple infections
AyuC400	[X]Hiv disease resulting in other infectious and parasitic diseases
AyuC500	[X]Hiv disease resulting in unspecified infectious and parasitic disease
AyuC700	[X]Hiv disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue
AyuC900	[X]HIV disease resulting in unspecified malignant neoplasm
AyuCA00	[X]Hiv disease resulting in multiple diseases classified elsewhere
AyuCC00	[X]HIV disease resulting in other specified conditions
AyuCD00	[X]Unspecified human immunodeficiency virus [HIV] disease
AyuD000	[X]Other cytomegaloviral diseases
AyuD400	[X]Other infectious mononucleosis
AyuD800	[X]Retrovirus infections, not elsewhere classified
AyuDB00	[X]Enterovirus infection, unspecified
AyuDC00	[X]Coronavirus infection, unspecified
AyuDE00	[X]Papovavirus infection, unspecified
AyuF000	[X]Other severe and complicated plasmodium falciparum malaria
AyuF200	[X]Plasmodium vivax malaria with other complications
AyuF300	[X]Plasmodium vivax malaria without complication
AyuF400	[X]Plasmodium malariae malaria with other complications
AyuF500	[X]Plasmodium malariae malaria without complication
AyuF600	[X]Other parasitologically confirmed malaria, not elsewhere classified
AyuF800	[X]Leishmaniasis, unspecified
AyuFA00	[X]Chagas disease (chronic) with other organ involvement
AyuG000	[X]Other schistosomiasis
AyuG100	[X]Schistosomiasis, unspecified
AyuG200	[X]Other specified fluke infections
AyuG300	[X]Fluke infection, unspecified
AyuG400	[X]Echinococcosis, unspecified, of liver
AyuG500	[X]Echinococcosis, other and unspecified
AyuGB00	[X]Other filariases
AyuGC00	[X]Filariasis, unspecified
AyuGJ00	[X]Other specified intestinal helminthiases
AyuGK00	[X]Intestinal helminthiasis, unspecified
AyuGM00	[X]Other specified helminthiases
AyuGN00	[X]Helminthiasis, unspecified
AyuJ000	[X]Sequelae of central nervous system tuberculosis
AyuJ100	[X]Sequelae of genitourinary tuberculosis
AyuJ200	[X]Sequelae of tuberculosis of bones and joints
AyuJ300	[X]Sequelae of tuberculosis of other organs
AyuJ900	[X]Sequelae of viral hepatitis
AyuK000	[X]Streptococcus, group a, as the cause of diseases classified to other chapters
AyuK200	[X]Streptococcus, group d, as the cause of diseases classified to other chapters
AyuK300	[X]Streptococcus pneumoniae as the cause of diseases classified to other chapters
AyuK400	[X]Other streptococcus as the cause of diseases classified to other chapters
AyuK500	[X]Unspecified streptococcus as the cause of diseases classified to other chapters
AyuK700	[X]Other staphylococcus as the cause of diseases classified to other chapters
AyuK800	[X]Unspecified staphylococcus as the cause of diseases classified to other chapters
AyuK900	[X]Mycoplasma pneumoniae [pplo] as the cause of diseases classified to other chapters
AyuKB00	[X]Escherichia coli [e coli] as the cause of diseases classified to other chapters
AyuKC00	[X]Haemophilus influenzae [h influenzae] as the cause of diseases classified to other chapters
AyuKD00	[X]Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters
AyuKE00	[X]Pseudomonas as the cause of diseases classified to other chapters
AyuKF00	[X]Bacillus fragilis as the cause of diseases classified to other chapters
AyuKG00	[X]Clostridium perfringens as the cause of diseases classified to other chapters
AyuKJ00	[X]Adenovirus as the cause of diseases classified to other chapters
AyuKK00	[X]Enterovirus as the cause of diseases classified to other chapters
AyuKL00	[X]Coronavirus as the cause of diseases classified to other chapters
AyuKM00	[X]Retrovirus as the cause of diseases classified to other chapters
AyuKP00	[X]Reovirus as the cause of diseases classified to other chapters
AyuKQ00	[X]Parvovirus as the cause of diseases classified to other chapters
AyuKR00	[X]Papillomavirus as the cause of diseases classified to other chapters
AyuKS00	[X]Other viral agents as the cause of diseases classified to other chapters
AyuL.00	[X]Other infectious diseases
AyuL000	[X]Other and unspecified infectious diseases
F032000	Encephalitis due to malaria
F374600	Polyneuropathy in mumps
F501600	Infective otitis externa due to herpes zoster
G556.00	Cardiomyopathy in Chagass disease
Jyu7200	[X]Other specified inflammatory liver diseases
Jyu7700	[X]Granulomatous hepatitis, not elsewhere classified
Jyu9300	[X]Tuberculous disorders of intestine and mesentery
L096500	Pyaemic embolism following abortive pregnancy
L170z00	Maternal syphilis during pregnancy, childbirth or the puerperium NOS
L171000	Maternal gonorrhoea, unspecified whether during pregnancy or the puerperium
L171z00	Gonorrhoea during pregnancy, childbirth or the puerperium NOS
L173.00	Maternal tuberculosis during pregnancy, childbirth and the puerperium
L173z00	Maternal tuberculosis during pregnancy, childbirth or the puerperium NOS
L174000	Maternal malaria, unspecified whether during pregnancy/puerperium
L174z00	Maternal malaria during pregnancy, childbirth or the puerperium NOS
L176000	Other maternal viral disease, unspecified whether during pregnancy or the puerperium
L176z00	Other maternal viral disease during pregnancy, childbirth or the puerperium NOS
L433000	Obstetric pyaemic and septic pulmonary embolism unspecified
L433z00	Obstetric pyaemic and septic pulmonary embolism NOS
N015100	Arthropathy associated with other viral disease, of the shoulder region
N015200	Arthropathy associated with other viral disease, of the upper arm
N015y00	Arthropathy associated with other viral disease, of other specified site
N307000	Poliomyelitis osteopathy of unspecified site
N307800	Poliomyelitis osteopathy of other specified sites
Q40..00	Infections specific to perinatal period
Q403000	Tetanus neonatorum, unspecified
Q403z00	Tetanus neonatorum NOS
Q40V.00	Congenital infectious and parasitic disease, unspecified
Q40y.00	Other specified perinatal infection
Q40yz00	Other specified perinatal infection NOS
Q40z.00	Perinatal infections NOS
Q43..00	Other perinatal jaundice
Q431.00	Perinatal jaundice from other excessive haemolysis
Q431y00	Perinatal jaundice from other specified haemolysis
Q431z00	Perinatal jaundice from haemolysis NOS
Q433z00	Delayed conjugation causing neonatal jaundice NOS
Q435.00	Perinatal jaundice due to other cause
Q435z00	Perinatal jaundice due to other specified cause
Q436.00	Fetal and neonatal jaundice, unspecified
Q436000	Icterus neonatorum, unspecified
Q436z00	Unspecified fetal or neonatal jaundice NOS
Q43z.00	Perinatal jaundice NOS
Qyu4.00	[X]Infections specific to the perinatal period
Qyu4300	[X]Other congenital malaria
Qyu4400	[X]Other specified congenital infectious and parasitic diseases
Qyu4500	[X]Other infections specific to the perinatal period
Qyu4600	[X]Other specified infections specific to the perinatal period
Qyu4800	[X]Sepsis of newborn due to other and unspecified streptococci
Qyu4900	[X]Congenital infectious and parasitic disease, unspecified
Qyu5800	[X]Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn
Qyu5900	[X]Neonatal jaundice due to other specified excessive haemolysis
Qyu5B00	[X]Neonatal jaundice from other specified causes
R007600	[D]Post polio exhaustion
R055300	[D]Gram-negative shock
ZV02.00	[V]Carrier or suspected carrier of infectious disease
ZV02500	[V]Other specified bacterial disease carrier
ZV02900	[V]Carrier of human T-lymphotropic virus type-1 infect
ZV02y00	[V]Other specified infectious disease carrier
ZV02z00	[V]Unspecified infectious disease carrier
ZVu1200	[X]Carrier of other intestinal infectious diseases
ZVu1400	[X]Carrier of other infectious diseases
H06z000	Chest infection NOS
H302.00	Wheezy bronchitis
H06z100	Lower resp tract infection
H060.00	Acute bronchitis
H26..00	Pneumonia due to unspecified organism
A11..00	Pulmonary tuberculosis
H25..00	Bronchopneumonia due to unspecified organism
H51..00	Pleurisy
H061.00	Acute bronchiolitis
H060w00	Acute viral bronchitis unspecified
H231.00	Pneumonia due to mycoplasma pneumoniae
H21..00	Lobar (pneumococcal) pneumonia
H301.00	Laryngotracheobronchitis
H50..00	Empyema
H300.00	Tracheobronchitis NOS
H261.00	Basal pneumonia due to unspecified organism
H06z200	Recurrent chest infection
H56y100	Interstitial pneumonia
23E2.00	O/E - consolidation present
H20..00	Viral pneumonia
H28..00	Atypical pneumonia
H224.00	Pneumonia due to staphylococcus
H2z..00	Pneumonia or influenza NOS
H062.00	Acute lower respiratory tract infection
H501000	Pleural abscess
H260000	Lung consolidation
H060600	Acute pneumococcal bronchitis
H260.00	Lobar pneumonia due to unspecified organism
A116.00	Tuberculous pneumonia
H2...00	Pneumonia and influenza
H060300	Acute purulent bronchitis
H060500	Acute tracheobronchitis
H530z00	Abscess of lung NOS
H2y..00	Other specified pneumonia or influenza
H22y200	Pneumonia - Legionella
H223.00	Pneumonia due to streptococcus
H270000	Influenza with bronchopneumonia
A120200	Tuberculous hydrothorax
H20z.00	Viral pneumonia NOS
A3A4.00	Legionella
A115.00	Tuberculous bronchiectasis
H270.00	Influenza with pneumonia
H501100	Thorax abscess NOS
A112.00	Tuberculosis of lung with cavitation
A73..00	Ornithosis - psittacosis
A114.00	Tuberculous fibrosis of lung
H233.00	Chlamydial pneumonia
H061200	Acute bronchiolitis with bronchospasm
H061z00	Acute bronchiolitis NOS
H061500	Acute bronchiolitis due to respiratory syncytial virus
A11y.00	Other specified pulmonary tuberculosis
H510300	Acute dry pleurisy
AC21.00	Lung echinococcus granulosus
H060z00	Acute bronchitis NOS
H3y0.00	Chronic obstruct pulmonary dis with acute lower resp infectn
H060400	Acute croupous bronchitis
H53..00	Abscess of lung and mediastinum
H060800	Acute haemophilus influenzae bronchitis
A3BX400	Streptococ pneumon/cause/disease classified/oth chapters
H22..00	Other bacterial pneumonia
H564.00	Bronchiolitis obliterans organising pneumonia
H22z.00	Bacterial pneumonia NOS
H540000	Hypostatic pneumonia
A120.00	Tuberculous pleurisy
H510.00	Pleurisy without effusion or active tuberculosis
H220.00	Pneumonia due to klebsiella pneumoniae
H24y700	Pneumonia with varicella
H24..00	Pneumonia with infectious diseases EC
H540100	Hypostatic bronchopneumonia
A124000	TB lung confirm sputum microscopy with or without culture
A310000	Pulmonary mycobacterium avium-intracellulare infection
