#AUTOGENERATED	DONT EDIT
^ESCTWH708365	Whitmores disease
^ESCTWO268146	Woolsorters disease
^ESCTWO294275	Worms
^ESCTWO294276	Worm infestation
^ESCTWO294277	Worm infection
^ESCTWU376801	Wuchereriasis
^ESCTWU376802	Wuchereriosis
^ESCTYA337130	Yaws hyperkeratosis
^ESCTYE385789	Yersiniosis
^ESCTYF276215	YF - Yellow fever
^ESCTZI256163	Zika virus disease
^ESCTZO257445	Zona
^ESCTZO257447	Zoster
^ESCTZO286663	Zoonotic bacterial disease
^ESCTZO392246	Zoster ocular disease
^ESCTZO392247	Zoster ophthalmicus
EMISNQAZ5	Azithromycin resistant gonococcal infection
EMISNQCA1058	Carbapenemase producing Enterobacteriacea carrier
EMISNQCL27	Clostridium difficile carrier
EMISNQCO110	Colomycin resistant pseudomonas aeruginosa
EMISNQGR6	Group B streptococcus infection
EMISNQHI36	HIV monitoring telephone invite
EMISNQIN117	Infection due to streptococcus group A
EMISNQIN122	Infection due to ESBL bacteria
EMISNQIN194	Infection due to carbapenemase producing Enterobacteriacea
EMISNQIN95	Infection by macrolide sensitive Staphylococcus aureus
EMISNQMA86	Macrolide resistant staphylococcus aureus
EMISNQPA95	Panton-Valentine Leukocidin (PVL) associated staph. aureus infec
EMISNQSU55	Suspected sepsis
EMISNQSU81	Suspected ebola virus infection
ESCTSE5	Septic shock
^ESCT1177799	Bronchiolitis obliterans organizing pneumonia
^ESCT1177801	BOOP - Bronchiolitis obliterans organising pneumonia
^ESCT1177802	Bronchiolitis obliterans with usual interstitial pneumonitis
^ESCT1177803	BOOP - Bronchiolitis obliterans organizing pneumonia
^ESCT1222081	Pneumonia co-occurrent and due to measles
^ESCT1248069	[X]Suppurative and necrotic conditions of the lower respiratory tract
^ESCT1271706	Acute bronchitis and/or bronchiolitis
^ESCT1377839	Chlamydia psittaci infection
^ESCT1405851	Air-conditioner and humidifier lung
^ESCT1407139	COPD (chronic obstructive pulmonary disease) with acute lower respiratory infection
^ESCTAC478042	Acute Moraxella catarrhalis bronchitis
^ESCTAC478045	Acute coxsackievirus bronchitis
^ESCTAC478046	Acute coxsackieviral bronchitis
^ESCTAC478047	Acute bronchitis caused by coxsackievirus
^ESCTAC478048	Acute parainfluenza virus bronchitis
^ESCTAC478049	Acute respiratory syncytial virus bronchitis
^ESCTAC478051	Acute bronchitis caused by rhinovirus
^ESCTAC478052	Acute echovirus bronchitis
^ESCTAC478053	Acute echoviral bronchitis
^ESCTAC478054	Acute bronchitis due to echovirus
^ESCTAC478057	Acute bronchiolitis caused by respiratory syncytial virus
^ESCTAC478126	Actinomycotic pneumonia
^ESCTAC505333	Acute mycoplasmal bronchitis
^ESCTAC505337	Acute viral bronchiolitis
^ESCTAC730285	Acute bronchiolitis caused by Human metapneumovirus
^ESCTAD316384	Adenoviral pneumonia
^ESCTAI328221	Air conditioner lung
^ESCTAM355839	Amebic lung abscess
^ESCTAN478123	Anthrax pneumonia
^ESCTAS420093	Aspergillus pneumonia
^ESCTAS451493	Aspiration pneumonitis
^ESCTAS672072	Asthmatic bronchitis
^ESCTBR656692	Bronchial pneumonia
^ESCTBR730282	Bronchiolitis due to Human metapneumovirus
^ESCTBR730286	Bronchiolitis caused by Human metapneumovirus
^ESCTCA255466	Candidosis of lung
^ESCTCA258740	Capillary pneumonia
^ESCTCH478132	Chicken pox pneumonia
^ESCTCO778351	COP - Cryptogenic organising pneumonitis
^ESCTCO778352	COP - Cryptogenic organizing pneumonitis
^ESCTCR778350	Cryptogenic organizing pneumonia
^ESCTCY262207	Cytomegaloviral pneumonia
^ESCTCY262208	Cytomegalic inclusion virus pneumonia
^ESCTCY262210	Cytomegaloviral (CMV) pneumonia
^ESCTEA325915	Eatons agent pneumonia
^ESCTEC372604	Echinococcus granulosus pulmonary infection
^ESCTEC372605	Echinococcus granulosus lung infection
^ESCTEM299025	Empyema necessitans
^ESCTEM345110	Empyema thoracis
^ESCTEM552523	Empyema of pleura without fistula
^ESCTEN325909	Endemic pneumonia
^ESCTFI375452	Fibrinous pleuritis
^ESCTFU505349	Fungal pneumonia
^ESCTGR478114	Group B streptococcal pneumonia
^ESCTHA704473	HAP - hospital acquired pneumonia
^ESCTHU328220	Humidifier lung
^ESCTHU328223	Humidifier AND/OR air conditioning pneumonitis
^ESCTIN316487	Influenzal bronchopneumonia
^ESCTIN325910	Infection by PPLO
^ESCTIN355186	Interstitial pneumonitis
^ESCTIN474101	Infiltrative tuberculosis of lung
^ESCTIN672975	Infection caused by Mycoplasma pneumoniae
^ESCTIN699238	Inhalation pneumonia
^ESCTIN730283	Inflammation of bronchiole due to Human metapneumovirus
^ESCTIN730287	Inflammation of bronchiole caused by Human metapneumovirus
^ESCTLE292805	Legionellosis
^ESCTLE478117	Legionnaires disease
^ESCTLE478118	Legionnaires disease
^ESCTLE478119	Legionnaires disease
^ESCTLO331638	Lower respiratory infection
^ESCTLO382023	Louisiana pneumonia
^ESCTLO478212	Loculated empyema
^ESCTLO588768	Lower lobe pneumonia
^ESCTLO656693	Lobular pneumonia
^ESCTLR331640	LRTI - Lower respiratory tract infection
^ESCTLT389641	LTB - Laryngotracheobronchitis
^ESCTMY325912	Mycoplasma pneumoniae pneumonia
^ESCTNE261264	Necrotic pneumonia
^ESCTNE261265	Necrotizing pneumonia
^ESCTNE261266	Necrotising pneumonia
^ESCTNO381104	Nodular tuberculosis of lung
^ESCTNO478127	Nocardial pneumonia
^ESCTNO704472	Nosocomial pneumonia
^ESCTON455550	On examination - consolidation present
^ESCTPA325908	PAP due to Mycoplasma pneumoniae
^ESCTPA325918	PAP caused by Mycoplasma pneumoniae
^ESCTPA355587	Parainfluenza virus pneumonia
^ESCTPA355588	Parainfluenzal pneumonia
^ESCTPA355590	Parainfluenza pneumonia
^ESCTPA372143	Parrot fever due to Chlamydia psitacci
^ESCTPA388927	Passive pneumonia
^ESCTPC687051	PCP - Pneumocystis pneumonia
^ESCTPL478215	Pleuritis
^ESCTPL552521	Pleural empyema with fistula
^ESCTPL552522	Pleural empyema with no fistula
^ESCTPN276690	Pneumococcal disease
^ESCTPN302015	Pneumonia in Q fever
^ESCTPN304781	Pneumonia due to Streptococcus
^ESCTPN304783	Pneumonia caused by Streptococcus
^ESCTPN316680	Pneumonia due to Pseudomonas
^ESCTPN316682	Pneumonia caused by Pseudomonas
^ESCTPN323103	Pneumonia in typhoid fever
^ESCTPN325911	Pneumonia due to PPLO
^ESCTPN325914	Pneumonia due to Mycoplasma pneumoniae
^ESCTPN325916	Pneumonia caused by Mycoplasma pneumoniae
^ESCTPN325919	Pneumonia caused by PPLO
^ESCTPN333490	Pneumonia due to Escherichia coli
^ESCTPN333491	Pneumonia due to E. coli
^ESCTPN333493	Pneumonia caused by E. coli
^ESCTPN333494	Pneumonia caused by Escherichia coli
^ESCTPN346596	Pneumonia in pertussis
^ESCTPN346597	Pneumonia in whooping cough
^ESCTPN354859	Pneumonia caused by Klebsiella pneumoniae
^ESCTPN355589	Pneumonia due to parainfluenza virus
^ESCTPN420092	Pneumonia in aspergillosis
^ESCTPN478113	Pneumonia caused by respiratory syncytial virus
^ESCTPN478120	Pneumonia due to pleuropneumonia-like organism
^ESCTPN478121	Pneumonia caused by pleuropneumonia-like organism
^ESCTPN505345	Pneumonia caused by Chlamydiaceae
^ESCTPN687053	Pneumocystosis jirovecii pneumonia
^ESCTPN695354	Pneumocystosis associated with acquired immunodeficiency syndrome
^ESCTPN730276	Pneumonia caused by Human metapneumovirus
^ESCTPO286704	Post-tuberculous bronchiectasis
^ESCTPO476476	Post measles pneumonia
^ESCTPR325907	Primary atypical pneumonia due to Mycoplasma pneumoniae
^ESCTPR325917	Primary atypical pneumonia caused by Mycoplasma pneumoniae
^ESCTPR474099	Primary progressive tuberculosis with tuberculous pleurisy
^ESCTPR478115	Proteus pneumonia
^ESCTPT451460	PTB - Pulmonary tuberculosis
^ESCTPU255464	Pulmonary candidiasis
^ESCTPU255465	Pulmonary candidosis
^ESCTPU387234	Pulmonary disease caused by Mycobacteria
^ESCTPU474156	Pulmonary Mycobacterium avium complex infection
^ESCTPU687052	Pulmonary pneumocystosis
^ESCTPY299024	Pyothorax with bronchocutaneous fistula
^ESCTQF302016	Q fever pneumonia
^ESCTRT557383	RTI - Respiratory tract infection
^ESCTSA328224	Sauna takers lung
^ESCTSU345109	Suppurative pleurisy
^ESCTTB451461	TB - Pulmonary tuberculosis
^ESCTTH284748	Thoracic actinomycosis
^ESCTTU273007	Tuberculous pleural empyema
^ESCTTU474106	Tuberculous pleuritis
^ESCTTY323104	Typhoid pneumonia
^ESCTVA478131	Varicella pneumonia
^ESCTVE328222	Ventilation pneumonitis
EGTONPO1	Post influenzal debility
EMISNQBR25	Bronchopneumonia
EMISNQCO132	Community acquired pneumonia
EMISNQHO51	Hospital acquired pneumonia
EMISNQLO10	Lobar pneumonia
EMISNQMI223	Middle East respiratory syndrome
EMISNQNO54	Nonspecific interstitial pneumonia
^ESCT1165577	Myositis caused by Mycobacterium tuberculosis
^ESCT1165578	Tuberculous myositis
^ESCT1168072	Juvenile polymyositis
^ESCT1204267	Juvenile overlap myositis
^ESCT1204718	Inflammatory myopathy with abundant macrophages
^ESCT1236895	Progressive bacterial synergistic gangrene
^ESCT1353024	Neonatal dermatomyositis
^ESCT1357298	Idiopathic eosinophilic myositis
^ESCT1357299	Idiopathic eosinophilia-associated myopathy
^ESCT1376834	Inflammatory disorder of muscle
^ESCT1376835	Inflammatory myopathy
^ESCT1398706	Orbital myositis of right eye
^ESCT1398707	Right orbital myositis
^ESCT1398906	Orbital myositis of left eye
^ESCT1398907	Left orbital myositis
^ESCT1399157	Bilateral orbital myositis of eyes
^ESCT1399158	Orbital myositis of bilateral eyes
^ESCT1399159	Bilateral orbital myositis
^ESCT1399160	Orbital myositis of both eyes
^ESCT1400874	Bilateral myositis of lower legs
^ESCT1400875	Myositis of bilateral lower legs
^ESCT1400876	Myositis of both lower legs
^ESCT1407474	Gas gangrene caused by Clostridium oedematiens
^ESCT1409069	Meleneys gangrene
^ESCT1409070	Meleney gangrene
^ESCTAB508836	Abscess iliopsoas non-tuberculous
^ESCTAC302585	Acute primary diaphragmitis
^ESCTAC502832	Acute orbital myositis
^ESCTAC506587	Acute sarcoid polymyositis
^ESCTAD666520	Adult onset dermatomyositis
^ESCTAU728493	Autoimmune inflammation of skeletal muscle
^ESCTAU728494	Autoimmune myositis
^ESCTAU773885	Autoimmune necrotising myopathy
^ESCTAU773886	Autoimmune necrotizing myopathy
^ESCTBA298839	Bacterial myositis
^ESCTBE514349	Benign acute myositis
^ESCTBL514352	Black limb
^ESCTCE514357	Cestode myositis
^ESCTCH251776	Childhood type dermatomyositis
^ESCTCH506588	Chronic sarcoid myopathy
^ESCTCH550162	Chronic orbital myositis
^ESCTCL380874	Clostridial myositis
^ESCTCL380875	Clostridial myonecrosis
^ESCTCY514358	Cysticercosis myositis
^ESCTCY514359	Cysticercal myalgia
^ESCTDE514103	Dermatomyositis with malignant disease
^ESCTDI368996	Diaphragmitis
^ESCTDI505521	Diaphragmatic trichiniasis
^ESCTDM656614	DM - Dermatomyositis
^ESCTDR514102	Drug-induced polymyositis
^ESCTDR668430	Drug-induced dermatomyositis
^ESCTEC514361	Echinococcosis myositis
^ESCTEO514369	Eosinophilic polymyositis
^ESCTEO634206	Eosinophilic myositis
^ESCTFO514366	Focal nodular myositis
^ESCTFU514355	Fungal myositis
^ESCTGA380872	Gas bacillus infection
^ESCTGA380876	Gas gangrene due to Clostridia
^ESCTGA474171	Gas gangrene of neck
^ESCTGA474173	Gas gangrene of back
^ESCTGA474175	Gas gangrene of shoulder region
^ESCTGA474177	Gas gangrene of upper arm
^ESCTGA474179	Gas gangrene of forearm
^ESCTGA474181	Gas gangrene of hand
^ESCTGA474183	Gas gangrene of pelvic region of trunk
^ESCTGA474185	Gas gangrene of thigh
^ESCTGA474187	Gas gangrene of lower leg
^ESCTGA474189	Gas gangrene of foot
^ESCTGA478515	Gangrenous epigastric hernia
^ESCTGA514351	Gas gangrene of limb
^ESCTGA514771	Gas gangrene of skin
^ESCTGA549129	Gas gangrene caused by clostridium edematiens
^ESCTGA549130	Gas gangrene caused by Clostridium edematiens
^ESCTGA752920	Gas gangrene of lower limb
^ESCTGA752921	Gas gangrene of upper limb
^ESCTHE302584	Hedbloms syndrome
^ESCTHE302586	Hedblom syndrome
^ESCTHY514360	Hydatidosis myositis
^ESCTIB367630	IBM - Inclusion body myositis
^ESCTID565052	Idiopathic polymyositis
^ESCTID565053	Idiopathic dermatomyositis
^ESCTID755936	Idiopathic inflammatory myopathy
^ESCTID755937	Idiopathic inflammatory myositis
^ESCTIM773887	Immune mediated necrotizing myopathy
^ESCTIM773888	Immune mediated necrotising myopathy
^ESCTIN297761	Infectious myositis
^ESCTIN352531	Intradiaphragmatic abscess
^ESCTIN367629	Inclusion body myositis
^ESCTIN481723	Infective myositis of neck
^ESCTIN481725	Infective myositis of back
^ESCTIN481727	Infective myositis of shoulder
^ESCTIN481729	Infective myositis of upper arm
^ESCTIN481731	Infective myositis of forearm
^ESCTIN481733	Infective myositis of hand
^ESCTIN481735	Infective myositis of pelvis
^ESCTIN481737	Infective myositis of thigh
^ESCTIN481739	Infective myositis of lower leg
^ESCTIN481741	Infective myositis of foot
^ESCTIN514354	Intestinal gas gangrene
^ESCTJU810051	Juvenile dermatomyositis co-occurrent with respiratory involvement
^ESCTLI401583	Lingual myositis
^ESCTLO514367	Localised nodular myositis
^ESCTLO514368	Localized nodular myositis
^ESCTLU478244	Lung disease co-occurrent with polymyositis
^ESCTMA278453	Maxillary myositis
^ESCTMA380873	Malignant edema
^ESCTMA380878	Malignant oedema
^ESCTMA406207	Masticatory myositis
^ESCTMA776872	Macrophagic myofasciitis
^ESCTMM776873	MMF - Macrophagic myofasciitis
^ESCTMU293058	Muscle inflammation
^ESCTMU481744	Muscle abscess of neck
^ESCTMU481746	Muscle abscess of back
^ESCTMU481748	Muscle abscess of shoulder
^ESCTMU481750	Muscle abscess of upper arm
^ESCTMU481752	Muscle abscess of forearm
^ESCTMU481754	Muscle abscess of hand
^ESCTMU481756	Muscle abscess of pelvis
^ESCTMU481758	Muscle abscess of thigh
^ESCTMU481760	Muscle abscess of lower leg
^ESCTMU481762	Muscle abscess of foot
^ESCTMY340858	Myositis fibrosa
^ESCTMY832074	Myositis of unknown aetiology
^ESCTNE300574	Neuromyositis
^ESCTNE335089	Necrotizing fasciitis
^ESCTNE335090	Necrotizing myositis
^ESCTNE335091	Necrotising myositis
^ESCTNE335092	Necrotising cellulitis
^ESCTNE335093	Necrotizing cellulitis
^ESCTNE512114	Necrotising fasciitis of scrotum and perineum
^ESCTNE512115	Necrotizing fasciitis of scrotum and perineum
^ESCTNE514362	Nematode myositis
^ESCTNE667212	Neonatal necrotising fasciitis
^ESCTNE667213	Neonatal necrotizing fasciitis
^ESCTNE737644	Necrotizing fasciitis due to Streptococcus pyogenes
^ESCTNE737647	Necrotising fasciitis due to Streptococcus pyogenes
^ESCTNE737649	Necrotizing fasciitis caused by Streptococcus pyogenes
^ESCTNE737650	Necrotising fasciitis caused by Streptococcus pyogenes
^ESCTPA349054	Parasitic myositis
^ESCTPA726501	Paraneoplastic myositis
^ESCTPE390428	Petges-Clejat syndrome
^ESCTPM300575	PM - Polymyositis
^ESCTPO390427	Poikilodermatomyositis
^ESCTPO478245	Polymyositis with pulmonary involvement
^ESCTPO514100	Polymyositis with malignant disease
^ESCTPO514101	Polymyositis associated with autoimmune disease
^ESCTPO656613	Polymyositis with skin involvement
^ESCTPO783769	Polymicrobial necrotising fasciitis
^ESCTPO783770	Polymicrobial necrotizing fasciitis
^ESCTPR380877	Progressive emphysematous necrosis
^ESCTPR416231	Proliferative myositis
^ESCTPR514356	Protozoal myositis
^ESCTPS549300	Psoas muscle abscess
^ESCTPY355864	Pyomyositis
^ESCTSC512820	Sclerodermatomyositis
^ESCTST737642	Streptococcal necrotising fasciitis
^ESCTST737643	Streptococcal gangrene
^ESCTST737646	Streptococcal necrotizing fasciitis
^ESCTSY801246	Symptomatic inflammatory myopathy
^ESCTTO514365	Toxocariasis myositis
^ESCTTO846752	Toxoplasma myositis
^ESCTTR355863	Tropical myositis
^ESCTTR505522	Trichinosis of diaphragm
^ESCTTR514363	Trichinosis myositis
^ESCTTR514364	Trichinella myalgia
^ESCTTY737645	Type II necrotizing fasciitis
^ESCTTY737648	Type II necrotising fasciitis
^ESCTUT514353	Uterine gas gangrene
^ESCTVI514348	Viral myositis
^ESCTWA656612	Wagner-Unverricht syndrome
^ESCT1165606	Infection of central nervous system caused by Echinococcus
^ESCT1165632	Infection causing abscess of central nervous system
^ESCT1165633	Infectious abscess of central nervous system
^ESCT1165637	Infection causing granuloma of central nervous system
^ESCT1165638	Infectious granuloma of central nervous system
^ESCT1165639	Parasitic infection causing granuloma of cerebrum
^ESCT1165640	Parasitic intracerebral granuloma
^ESCT1165643	Infection causing granuloma of spinal cord
^ESCT1165644	Intraspinal intramedullary infectious granuloma
^ESCT1165645	Infection causing granuloma of extradural space of spinal cord
^ESCT1165646	Intraspinal extradural infectious granuloma
^ESCT1165647	Infection causing cyst of central nervous system
^ESCT1165648	Infective cyst of central nervous system
^ESCT1167965	Influenza with CNS disorder
^ESCT1167966	Disorder of central nervous system co-occurrent and due to infection with influenza virus
^ESCT1167967	Influenza with central nervous system disorder
^ESCT1168939	Hypertrophic pachymeningitis due to infection
^ESCT1168940	Pachymeningitis secondary to infection
^ESCT1172094	Otosyphilis
^ESCT1191544	[X]Encephalitis,myelitis+encephalomyelitis/viral disease CE
^ESCT1202459	Mycoplasma pneumoniae encephalitis
^ESCT1202460	Encephalitis caused by Mycoplasma pneumoniae
^ESCT1221867	Encephalomyelitis co-occurrent and due to rubella
^ESCT1233145	Meningitis caused by Klebsiella aerogenes
^ESCT1236963	Eosinophilic meningitis caused by Angiostrongylus cantonensis
^ESCT1270426	Cerebral fungus
^ESCT1271689	Tuberculous encephalitis or myelitis
^ESCT1381030	Syphilitic posterior spinal sclerosis
^ESCT1381031	Tabes dorsalis
^ESCT1387183	Meningitis caused by Rubella virus
^ESCT1387184	Rubella virus meningitis
^ESCT1387354	Encephalopathy due to Influenza A virus
^ESCT1387355	Encephalopathy caused by Influenza A virus
^ESCT1391025	Henipavirus encephalitis
^ESCT1391026	Encephalitis caused by Henipavirus
^ESCT1391106	Trypanosoma brucei gambiense meningitis
^ESCT1391107	Trypanosoma brucei rhodesiense meningitis
^ESCT1393762	Encephalomyelitis caused by Burkholderia
^ESCT1393763	Burkholderia encephalomyelitis
^ESCT1393812	Acute seizure due to infection of central nervous system
^ESCT1393861	Abscess of subdural space of spinal cord caused by fungus
^ESCT1393862	Fungal subdural abscess
^ESCT1393865	Abscess of spinal subdural space caused by Mycobacterium
^ESCT1393866	Mycobacterial spinal subdural abscess
^ESCT1393867	Abscess of spinal epidural space caused by Mycobacterium
^ESCT1393868	Mycobacterial spinal epidural abscess
^ESCT1393869	Abscess of spinal subdural space caused by bacterium
^ESCT1393870	Bacterial spinal subdural abscess
^ESCT1393871	Abscess of spinal cord caused by fungus
^ESCT1393872	Fungal spinal cord abscess
^ESCT1393873	Abscess of spinal epidural space caused by bacterium
^ESCT1393874	Bacterial spinal epidural abscess
^ESCT1394288	Infection of central nervous system caused by Paracoccidioides brasiliensis
^ESCT1394289	Paracoccidioidomycosis with central nervous system involvement
^ESCT1394297	Encephalitis caused by Leptospira species
^ESCT1394298	Leptospira species encephalitis
^ESCT1394300	Encephalitis caused by human immunodeficiency virus type 2
^ESCT1394301	Human immunodeficiency virus type 2 encephalitis
^ESCT1394310	Cyst of spinal subdural space caused by parasite
^ESCT1394311	Parasitic spinal subdural cyst
^ESCT1394318	Classical sporadic Creutzfeldt-Jakob disease
^ESCT1394321	Cyst of spinal cord caused by parasite
^ESCT1394322	Parasitic spinal cord cyst
^ESCT1394402	Encephalitis caused by Borrelia species
^ESCT1394403	Borrelia encephalitis
^ESCT1394406	Encephalitis caused by human immunodeficiency virus type 1
^ESCT1394407	Human immunodeficiency virus type 1 encephalitis
^ESCT1394408	HIV 1 encephalitis
^ESCT1395086	Hydrocephalus due to tuberculosis of brain
^ESCT1395087	Tuberculosis hydrocephalus
^ESCT1395090	Encephalomyelitis caused by Neisseria meningitidis
^ESCT1395091	Neisseria meningitidis encephalomyelitis
^ESCT1395112	Encephalitis caused by Nocardia
^ESCT1395113	Nocardia encephalitis
^ESCT1395118	Creutzfeldt-Jakob Disease caused by human growth hormone
^ESCT1395119	Human-growth hormone ingestion-related Creutzfeldt-Jakob Disease
^ESCT1395131	Granuloma of brain caused by Schistosoma
^ESCT1395132	Schistosomiasis granuloma of brain
^ESCT1395138	Granuloma of brain caused by Schistosoma japonicum
^ESCT1395139	Schistosoma japonicum granuloma of brain
^ESCT1395140	Encephalomyelitis caused by bacterium
^ESCT1395141	Bacterial encephalomyelitis
^ESCT1395142	Encephalomyelitis caused by Coxiella burnetii
^ESCT1395143	Coxiella burnetii encephalomyelitis
^ESCT1395144	Granuloma of spinal epidural space caused by Mycobacterium
^ESCT1395145	Mycobacterial spinal epidural granuloma
^ESCT1395146	Granuloma of spinal epidural space caused by fungus
^ESCT1395147	Fungal spinal epidural granuloma
^ESCT1395148	Granuloma of spinal subdural space caused by parasite
^ESCT1395149	Parasitic spinal subdural granuloma
^ESCT1395150	Granuloma of spinal epidural space caused by bacterium
^ESCT1395151	Bacterial spinal epidural granuloma
^ESCT1395152	Granuloma of spinal subdural space caused by Mycobacterium
^ESCT1395153	Mycobacterial spinal subdural granuloma
^ESCT1395156	Granuloma of spinal cord caused by fungus
^ESCT1395157	Fungal spinal cord granuloma
^ESCT1395158	Granuloma of spinal subdural space caused by bacterium
^ESCT1395159	Bacterial spinal subdural granuloma
^ESCT1395174	Granuloma of brain caused by Schistosoma haematobium
^ESCT1395175	Schistosoma haematobium granuloma of brain
^ESCT1395176	Encephalitis caused by Trypanosoma brucei gambiense
^ESCT1395177	Encephalitis in gambiense trypanosomiasis
^ESCT1395178	Encephalitis caused by Trypanosoma brucei rhodesiense
^ESCT1395179	Encephalitis in Rhodesiense trypanosomiasis
^ESCT1395182	Encephalitis caused by Me Tri virus
^ESCT1395183	Me Tri virus encephalitis
^ESCT1395206	Granuloma of brain caused by Schistosoma mansoni
^ESCT1395207	Schistosoma mansoni granuloma of brain
^ESCT1395737	Myelitis caused by Actinomyces
^ESCT1395747	Myelitis caused by Enterovirus
^ESCT1395748	Enterovirus myelitis
^ESCT1395749	Myelitis caused by Epstein-Barr virus
^ESCT1395750	Epstein-Barr virus myelitis
^ESCT1395751	Myelitis caused by Dengue virus
^ESCT1395752	Dengue virus myelitis
^ESCT1395753	Myelitis caused by Human echovirus
^ESCT1395754	Echovirus myelitis
^ESCT1395755	Myelitis caused by Human coxsackievirus A
^ESCT1395756	Coxsackie group A myelitis
^ESCT1395757	Myelitis caused by Cytomegalovirus
^ESCT1395758	Cytomegalovirus myelitis
^ESCT1395759	Myelitis caused by Coccidioides
^ESCT1395760	Coccidioides myelitis
^ESCT1395761	Myelitis caused by Coenurus cerebralis
^ESCT1395762	Coenurus cerebralis myelitis
^ESCT1395763	Myelitis caused by Mycoplasma pneumoniae
^ESCT1395764	Mycoplasma pneumoniae myelitis
^ESCT1395765	Myelitis caused by Aspergillus
^ESCT1395766	Aspergillus myelitis
^ESCT1395767	Myelitis caused by Schistosoma mansoni
^ESCT1395768	Schistosoma mansoni myelitis
^ESCT1395769	Myelitis caused by Borrelia burgdorferi
^ESCT1395770	Lyme disease myelitis
^ESCT1395771	Myelitis caused by Schistosoma japonicum
^ESCT1395772	Schistosoma japonicum myelitis
^ESCT1395806	Meningomyelitis caused by Treponema pallidum
^ESCT1395807	Syphilitic meningomyelitis
^ESCT1395850	Myelitis caused by Schistosoma
^ESCT1395851	Schistosoma myelitis
^ESCT1395854	Myelitis caused by Schistosoma haematobium
^ESCT1395855	Schistosoma haematobium myelitis
^ESCT1395856	Myelitis caused by human poliovirus
^ESCT1395857	Human poliovirus myelitis
^ESCT1395858	Myelitis caused by Retroviridae
^ESCT1395859	Retrovirus myelitis
^ESCT1395860	Myelitis caused by Influenza A virus
^ESCT1395861	Influenza A virus myelitis
^ESCT1395862	Myelitis caused by Plasmodium
^ESCT1395863	Malaria myelitis
^ESCT1395864	Plasmodium myelitis
^ESCT1395865	Myelitis caused by Roseolovirus
^ESCT1395866	Roseolovirus myeltis
^ESCT1395867	Myelitis caused by human T-lymphotropic virus type 1
^ESCT1395868	Human T-lymphotropic virus type 1 myelitis
^ESCT1395869	Myelitis caused by Herpes simplex type 2
^ESCT1395870	Herpes simplex type 2 myelitis
^ESCT1395871	Myelitis caused by Human herpes virus
^ESCT1395872	Human herpes virus myelitis
^ESCT1395873	Myelitis caused by Herpes simplex type 1
^ESCT1395874	Herpes simplex type 1 myelitis
^ESCT1395875	Infectious neuroretinitis
^ESCT1395876	Neuroretinitis caused by infection
^ESCT1396066	Myelitis caused by Human coxsackievirus B
^ESCT1396067	Coxsackie group B myelitis
^ESCT1396374	Spinal subdural granuloma caused by fungus
^ESCT1396375	Fungal subdural granuloma of spine
^ESCT1396385	Myelitis caused by Treponema pallidum
^ESCT1396386	Syphilitic myelitis
^ESCT1396387	Myelitis caused by Toxoplasma gondii
^ESCT1396388	Toxoplasmosis myelitis
^ESCT1396427	Optic atrophy due to late syphilis
^ESCT1396428	Late syphilitic optic atrophy
^ESCT1396458	Spinal epidural cyst caused by parasite
^ESCT1396459	Parasitic spinal epidural cyst
^ESCT1396462	Spinal epidural granuloma caused by parasite
^ESCT1396463	Parasitic spinal epidural granuloma
^ESCT1396464	Granuloma of spinal cord caused by Mycobacterium
^ESCT1396465	Mycobacterial spinal cord granuloma
^ESCT1396466	Granuloma of spinal cord caused by parasite
^ESCT1396467	Parasitic spinal cord granuloma
^ESCT1396471	Granuloma of spinal cord caused by bacterium
^ESCT1396472	Bacterial spinal cord granuloma
^ESCT1396479	Retrobulbar neuritis due to late syphilis
^ESCT1396480	Late syphilitic retrobulbar neuritis
^ESCT1407865	Van Bogaert sclerosing leucoencephalitis
^ESCT1408591	Tuberculous myelitis
^ESCT1408736	Leucoencephalopathy with brainstem and spinal cord involvement and lactate elevation
^ESCT1408737	LBSL - Leucoencephalopathy with brainstem and spinal cord involvement with lactate elevation
^ESCT1409128	Dementia with progressive multifocal leucoencephalopathy
^ESCT1409129	Dementia co-occurrent and due to progressive multifocal leucoencephalopathy
^ESCT1416846	Diffuse unilateral subacute neuroretinitis
^ESCT1416847	DUSN - diffuse unilateral subacute neuroretinitis
^ESCT1416848	Unilateral wipe-out syndrome
^ESCT1421521	Roseolovirus myelitis
^ESCTAB344504	Abacterial meningitis
^ESCTAB514807	Abortive poliomyelitis
^ESCTAB712004	Abscess of medulla of spinal cord due to Histoplasma
^ESCTAB712006	Abscess of medulla of spinal cord caused by Histoplasma
^ESCTAB781436	Abscess of spinal cord caused by bacterium
^ESCTAC273016	Acute nonparalytic poliomyelitis
^ESCTAC278477	Acquired toxoplasmal meningoencephalitis
^ESCTAC288381	Acute cerebellar ataxia due to varicella
^ESCTAC288383	Acute cerebellar ataxia caused by varicella
^ESCTAC307395	Acute adenoviral encephalitis
^ESCTAC355330	Acute paralytic poliomyelitis, bulbar
^ESCTAC355331	Acute infantile paralysis
^ESCTAC355332	Acute anterior poliomyelitis
^ESCTAC355333	Acute anterior bulbar polioencephalomyelitis
^ESCTAC361995	Acute syphilitic meningitis
^ESCTAC384282	Acute adenoviral meningoencephalitis
^ESCTAC417153	Acute purulent meningitis
^ESCTAC420086	Acute necrotizing encephalitis
^ESCTAC420087	Acute necrotizing viral encephalitis
