CTV3ID	CTV3PreferredTermDesc	CTV3Source
B55yz	Malignant neoplasm of specified site NOS	CTV3Map_Code_And_Term
B55z.	Malignant neoplasm of other and ill-defined site NOS	CTV3Map_Code_And_Term
B56..	(Lymph node metast) or (sec unsp malig neop lymph nodes)	CTV3_Children
B560.	Secondary and unspec malig neop lymph nodes head/face/neck	CTV3_Children
B5600	Secondary and unspec malig neop of superficial parotid LN	CTV3_Children
B5601	Secondary and unspec malignant neoplasm mastoid lymph nodes	CTV3_Children
B5602	Secondary and unspec malig neop superficial cervical LN	CTV3_Children
B5603	Secondary and unspec malignant neoplasm occipital lymph node	CTV3_Children
B5604	Secondary and unspec malig neop deep parotid lymph nodes	CTV3_Children
B5605	Secondary and unspec malig neop submandibular lymph nodes	CTV3_Children
B5606	Secondary and unspec malig neop of facial lymph nodes	CTV3_Children
B5607	Secondary and unspec malig neop submental lymph nodes	CTV3_Children
B5608	Secondary and unspec malig neop anterior cervical LN	CTV3_Children
B5609	Secondary and unspec malig neop deep cervical LN	CTV3_Children
B560z	Secondary unspec malig neop lymph nodes head/face/neck NOS	CTV3_Children
B561.	Secondary and unspec malig neop intrathoracic lymph nodes	CTV3_Children
B5610	Secondary and unspec malig neop internal mammary lymph nodes	CTV3_Children
B5611	Secondary and unspec malig neop intercostal lymph nodes	CTV3_Children
B5612	Secondary and unspec malig neop diaphragmatic lymph nodes	CTV3_Children
B5613	Secondary and unspec malig neop ant mediastinal lymph nodes	CTV3_Children
B5614	Secondary and unspec malig neop post mediastinal lymph nodes	CTV3_Children
B5615	Secondary and unspec malig neop paratracheal lymph nodes	CTV3_Children
B5616	Secondary and unspec malig neop superfic tracheobronchial LN	CTV3_Children
B5617	Secondary and unspec malig neop inferior tracheobronchial LN	CTV3_Children
B5618	Secondary and unspec malig neop bronchopulmonary lymph nodes	CTV3_Children
B5619	Secondary and unspec malig neop pulmonary lymph nodes	CTV3_Children
B561z	Secondary and unspec malig neop intrathoracic LN NOS	CTV3_Children
B562.	Secondary and unspec malig neop intra-abdominal lymph nodes	CTV3_Children
B5620	Secondary and unspec malig neop coeliac lymph nodes	CTV3_Children
B5621	Secondary and unspec malig neop superficial mesenteric LN	CTV3_Children
B5622	Secondary and unspec malig neop inferior mesenteric LN	CTV3_Children
B5623	Secondary and unspec malig neop common iliac lymph nodes	CTV3_Children
B5624	Secondary and unspec malig neop external iliac lymph nodes	CTV3_Children
B562z	Secondary and unspec malig neop intra-abdominal LN NOS	CTV3_Children
B563.	Secondary and unspec malig neop axilla and upper limb LN	CTV3_Children
B5630	Secondary and unspec malig neop axillary lymph nodes	CTV3_Children
B5631	Secondary and unspec malig neop supratrochlear lymph nodes	CTV3_Children
B5632	Secondary and unspec malig neop infraclavicular lymph nodes	CTV3_Children
B5633	Secondary and unspec malig neop pectoral lymph nodes	CTV3_Children
B563z	Secondary and unspec malig neop axilla and upper limb LN NOS	CTV3_Children
B564.	Secondary and unspec malig neop inguinal and lower limb LN	CTV3_Children
B5640	Secondary and unspec malig neop superficial inguinal LN	CTV3_Children
B5641	Secondary and unspec malig neop deep inguinal lymph nodes	CTV3_Children
B5642	Secondary and unspec malig neop popliteal lymph nodes	CTV3_Children
B564z	Secondary and unspec malig neop of inguinal and leg LN NOS	CTV3_Children
B565.	Secondary and unspec malig neop intrapelvic lymph nodes	CTV3_Children
B5650	Secondary and unspec malig neop internal iliac lymph nodes	CTV3_Children
B5651	Secondary and unspec malig neop inferior epigastric LN	CTV3_Children
B5652	Secondary and unspec malig neop circumflex iliac LN	CTV3_Children
B5653	Secondary and unspec malig neop sacral lymph nodes	CTV3_Children
B5654	Secondary and unspec malig neop obturator lymph nodes	CTV3_Children
B565z	Secondary and unspec malig neop intrapelvic LN NOS	CTV3_Children
B56y.	Secondary and unspec malig neop lymph nodes multiple sites	CTV3_Children
B56z.	Secondary and unspec malig neop lymph nodes NOS	CTV3_Children
B57..	Secondary malign neoplasm of resp &/or digest syst (& carc)	CTV3_Children
B570.	Metastasis to lung	CTV3_Children
B571.	Metastasis to mediastinum	CTV3_Children
B572.	Metastasis to pleura	CTV3_Children
B573.	Secondary malignant neoplasm of other respiratory organs	CTV3_Children
B574.	Secondary malignant neoplasm of small intestine and duodenum	CTV3_Children
B5740	Secondary malignant neoplasm of duodenum	CTV3_Children
B5741	Secondary malignant neoplasm of jejunum	CTV3_Children
B5742	Secondary malignant neoplasm of ileum	CTV3_Children
B574z	Secondary malig neop of small intestine or duodenum NOS	CTV3_Children
B575.	Sec malignant neoplasm of large intestine(AND/OR?[rectum])	CTV3_Children
B5750	Secondary malignant neoplasm of colon	CTV3_Children
B5751	Secondary malignant neoplasm of rectum	CTV3_Children
B575z	Secondary malig neop of large intestine or rectum NOS	CTV3_Children
B576.	Secondary malig neop of retroperitoneum and peritoneum	CTV3_Children
B5760	Metastasis to retroperitoneum	CTV3_Children
B5761	Metastasis to peritoneum	CTV3_Children
B576z	Secondary malig neop of retroperitoneum or peritoneum NOS	CTV3_Children
B577.	Metastasis to liver	CTV3_Children
B57y.	Secondary malignant neoplasm of other digestive organ	CTV3_Children
B57z.	Secondary malig neop of respiratory or digestive system NOS	CTV3_Children
B58..	Secondary [malig neopl] or [carcinoma] of other specif sites	CTV3_Children
B580.	Metastasis to kidney	CTV3_Children
B581.	Secondary malignant neoplasm of other urinary organs	CTV3_Children
B5810	Metastasis to ureter	CTV3_Children
B5811	Metastasis to bladder	CTV3_Children
B5812	Metastasis to urethra	CTV3_Children
B581z	Secondary malignant neoplasm of other urinary organ NOS	CTV3_Children
B582.	Metastasis to skin	CTV3_Children
B5820	Secondary malignant neoplasm of skin of head	CTV3_Children
B5821	Secondary malignant neoplasm of skin of face	CTV3_Children
B5822	Secondary malignant neoplasm of skin of neck	CTV3_Children
B5823	Secondary malignant neoplasm of skin of trunk	CTV3_Children
B5824	Secondary malignant neoplasm of skin of shoulder and arm	CTV3_Children
B5825	Secondary malignant neoplasm of skin of hip and leg	CTV3_Children
B5826	Secondary malignant neoplasm of skin of breast	CTV3_Children
B582z	Secondary malignant neoplasm of skin NOS	CTV3_Children
B583.	Secondary malignant neoplasm of brain and spinal cord	CTV3_Children
B5830	Metastasis to brain	CTV3_Children
B5831	Metastasis to spinal cord	CTV3_Children
B583z	Secondary malignant neoplasm of brain or spinal cord NOS	CTV3_Children
B584.	Secondary malignant neoplasm of other part of nervous system	CTV3_Children
B585.	Metastasis to bone	CTV3_Children
B586.	Metastasis to ovary	CTV3_Children
B587.	Metastasis to adrenal gland	CTV3_Children
B58y0	Metastasis to breast	CTV3_Children
B58y1	Metastasis to uterus	CTV3_Children
B58y2	Secondary malignant neoplasm of cervix uteri	CTV3_Children
B58y3	Metastasis to vagina	CTV3_Children
B58y4	Secondary malignant neoplasm of vulva	CTV3_Children
B58y5	Metastasis to prostate	CTV3_Children
B58y6	Metastasis to testis	CTV3_Children
B58y7	Metastasis to penis	CTV3_Children
B58y8	Secondary malignant neoplasm of epididymis and vas deferens	CTV3_Children
B58yz	Secondary malignant neoplasm of other specified site NOS	CTV3_Children
B59..	Malignant neoplasm of unspecified site	CTV3Map_Code_And_Term
B590.	Disseminated malignancy NOS (& carcinomatosis)	CTV3_Children
B591.	Other malignant neoplasm NOS	CTV3Map_Code_And_Term
B592.	Malignant neoplasms of independent (primary) multiple sites	CTV3Map_Code_And_Term
B59z.	Malignant neoplasm of unspecified site NOS	CTV3Map_Code_And_Term
B5y..	Malignant neoplasm of other and unspecified site OS	CTV3Map_Code_And_Term
B5z..	Malignant neoplasm of other and unspecified site NOS	CTV3Map_Code_And_Term
B6z0.	Kaposi's sarcoma of lymph nodes	CTV3Map_Code_And_Term
BB02.	Malignant tumour morphology	High_Level_SNOMED
BB04.	Malignant tumour - uncertain whether primary or metastatic	CTV3Map_Code_And_Term
BB07.	Malignant tumour cells	CTV3Map_Code_And_Term
BB08.	Malignant tumour - small cell type	CTV3Map_Code_And_Term
BB09.	Malignant tumour - giant cell type	CTV3Map_Code_And_Term
BB0A.	Malignant tumour - fusiform cell type	CTV3Map_Code_And_Term
BB14.	[M]Carcinomatosis	CTV3Map_Code_And_Term
BB53.	[M]Adenocarcinoma, metastatic, NOS	CTV3_Children
BB5B1	Islet cell carcinoma	CTV3Map_Code_And_Term
BB5B3	Malignant insulinoma	CTV3Map_Code_And_Term
BB5B5	Malignant glucagonoma	CTV3Map_Code_And_Term
BB5B6	Mixed islet cell and exocrine adenocarcinoma	CTV3Map_Code_And_Term
BB5C.	[M]Gastrinoma and carcinomas	CTV3_Children
BB5C1	Malignant gastrinoma	CTV3Map_Code_And_Term
BB5Cz	[M]Gastrinoma or carcinoma NOS	CTV3_Children
BB5D1	Cholangiocarcinoma	CTV3Map_Code_And_Term
BB5D3	Bile duct cystadenocarcinoma	CTV3Map_Code_And_Term
BB5D5	[M]Hepatocellular carcinoma NOS	CTV3Map_Code_And_Term
BB5D7	[M]Combined hepatocellular carcinoma and cholangiocarcinoma	CTV3Map_Code_And_Term
BB5D8	[M] Hepatocellular carcinoma, fibrolamellar	CTV3Map_Code_And_Term
BB5F.	Trabecular adenocarcinoma	CTV3Map_Code_And_Term
BB5P.	[M]Solid carcinoma NOS	CTV3Map_Code_And_Term
BB5Q.	Carcinoma simplex	CTV3_Children
BB5R.	Carcinoid tumour - morphology	CTV3_Children
BB5R0	[M]Carcinoid tumour NOS	CTV3_Children
BB5R1	[M]Carcinoid tumour, malignant	CTV3Map_Code_And_Term
BB5R3	[M]Carcinoid tumour, argentaffin, malignant	CTV3Map_Code_And_Term
BB5R4	[M]Carcinoid tumour, nonargentaffin, NOS	CTV3_Children
BB5R5	[M]Carcinoid tumour, nonargentaffin, malignant	CTV3Map_Code_And_Term
BB5R7	Composite carcinoid	CTV3_Children
BB5R9	[M] Neuroendocrine carcinoma	CTV3Map_Code_And_Term
BB5RA	[M] Merkel cell carcinoma	CTV3Map_Code_And_Term
BB5Rz	[M]Carcinoid tumours NOS	CTV3_Children
BB5T1	[M]Papillary adenocarcinoma NOS	CTV3Map_Code_And_Term
BB5U2	Villous adenocarcinoma	CTV3Map_Code_And_Term
BB5V1	Chromophobe carcinoma	CTV3Map_Code_And_Term
BB5V3	Acidophil carcinoma	CTV3Map_Code_And_Term
BB5V5	Mixed acidophil-basophil carcinoma	CTV3_Children
BB5V7	Basophil carcinoma	CTV3Map_Code_And_Term
BB5W1	Oxyphilic adenocarcinoma	CTV3Map_Code_And_Term
BB5X1	[M]Clear cell adenocarcinoma NOS	CTV3Map_Code_And_Term
BB5Y.	Hypernephroid tumour	CTV3_Children
BB5a0	Renal cell carcinoma - morphology	CTV3Map_Code_And_Term
BB5b.	Granular cell carcinoma	CTV3Map_Code_And_Term
BB5c2	Water-clear cell adenocarcinoma	CTV3Map_Code_And_Term
BB5d1	Mixed cell adenocarcinoma	CTV3_Children
BB5f1	[M]Follicular adenocarcinoma NOS	CTV3Map_Code_And_Term
BB5f2	Follicular adenocarcinoma - well differentiated	CTV3Map_Code_And_Term
BB5f3	Follicular adenocarcinoma - trabecular	CTV3Map_Code_And_Term
BB5f6	Papillary and follicular adenocarcinoma	CTV3Map_Code_And_Term
BB5f7	Nonencapsulated sclerosing carcinoma	CTV3Map_Code_And_Term
BB5h1	Adrenal cortical carcinoma	CTV3Map_Code_And_Term
BB5j2	Endometrioid carcinoma	CTV3Map_Code_And_Term
BB5j5	Malignant endometrioid adenofibroma	CTV3Map_Code_And_Term
BB5y1	[M] Vipoma	CTV3Map_Code_And_Term
BB5y2	Klatskin's tumour morphology	CTV3Map_Code_And_Term
BB621	Apocrine adenocarcinoma	CTV3Map_Code_And_Term
BB691	[M]Sebaceous adenocarcinoma	CTV3Map_Code_And_Term
BB6A1	Ceruminous adenocarcinoma	High_Level_SNOMED
BB71.	Mucoepidermoid carcinoma	CTV3Map_Code_And_Term
BB801	[M]Cystadenocarcinoma NOS	CTV3Map_Code_And_Term
BB812	[M]Serous cystadenocarcinoma, NOS	CTV3Map_Code_And_Term
BB815	[M]Papillary cystadenocarcinoma, NOS	CTV3Map_Code_And_Term
BB818	Papillary serous cystadenocarcinoma	CTV3Map_Code_And_Term
BB81B	Serous surface papillary carcinoma	CTV3Map_Code_And_Term
BB81E	[M]Mucinous cystadenocarcinoma NOS	CTV3Map_Code_And_Term
BB81H	Papillary mucinous cystadenocarcinoma	CTV3Map_Code_And_Term
BB821	Mucinous adenocarcinoma	CTV3Map_Code_And_Term
BB83.	[M]Pseudomyxoma peritonei	CTV3_Children
BB84.	Mucin-producing adenocarcinoma	CTV3Map_Code_And_Term
BB850	Signet ring cell carcinoma	CTV3Map_Code_And_Term
BB851	Metastatic signet ring cell carcinoma	CTV3_Children
BB85z	[M]Signet ring carcinoma NOS	CTV3Map_Code_And_Term
BB91.	Infiltrating duct carcinoma	CTV3Map_Code_And_Term
BB93.	[M]Comedocarcinoma NOS	CTV3Map_Code_And_Term
BB94.	Juvenile carcinoma of the breast	CTV3Map_Code_And_Term
BB9B.	[M]Medullary carcinoma NOS	CTV3Map_Code_And_Term
BB9C.	Medullary carcinoma with amyloid stroma	CTV3Map_Code_And_Term
BB9D.	Medullary carcinoma with lymphoid stroma	CTV3Map_Code_And_Term
BB9F.	[M]Lobular carcinoma NOS	CTV3Map_Code_And_Term
BB9G.	Infiltrating ductular carcinoma	CTV3Map_Code_And_Term
BB9H.	Inflammatory carcinoma	CTV3Map_Code_And_Term
BB9J.	Mammary Paget's disease	CTV3Map_Code_And_Term
BB9K.	Paget's disease and infiltrating duct carcinoma of breast	CTV3Map_Code_And_Term
BB9L.	[M]Paget's disease, extramammary, exc Paget's disease bone	CTV3Map_Code_And_Term
BB9M.	[M] Intracystic carcinoma NOS	CTV3Map_Code_And_Term
BBA2.	Acinar cell carcinoma	CTV3Map_Code_And_Term
BBB0.	Adenosquamous carcinoma	CTV3Map_Code_And_Term
BBB2.	Adenocarcinoma with squamous metaplasia	CTV3Map_Code_And_Term
BBB3.	Adenocarcinoma with cartilaginous and osseous metaplasia	CTV3Map_Code_And_Term
BBB4.	Adenocarcinoma with spindle cell metaplasia	CTV3Map_Code_And_Term
BBB5.	Adenocarcinoma with apocrine metaplasia	CTV3Map_Code_And_Term
BBB61	Malignant thymoma	CTV3Map_Code_And_Term
BBC4.	Malignant granulosa cell tumour	CTV3Map_Code_And_Term
BBC61	Malignant androblastoma	High_Level_SNOMED
BBCA.	Sertoli cell carcinoma	CTV3Map_Code_And_Term
BBCC1	Malignant Leydig cell tumour	CTV3Map_Code_And_Term
BBD1.	Malignant paraganglioma	CTV3Map_Code_And_Term
BBD8.	Malignant extra-adrenal paraganglioma	CTV3_Children
BBDA.	Malignant phaeochromocytoma	CTV3Map_Code_And_Term
BBDB.	Glomangiosarcoma	CTV3Map_Code_And_Term
BBE..	[M]Naevi and melanomas	CTV3_Children
BBE1.	[M]Malignant melanoma NOS or melanocarcinoma or melanoma NOS	CTV3_Children
BBE2.	Nodular melanoma	CTV3Map_Code_And_Term
BBE4.	Balloon cell melanoma	CTV3Map_Code_And_Term
BBEC.	Malignant melanoma in junctional naevus	CTV3Map_Code_And_Term
BBEE.	Malignant melanoma in precancerous melais	CTV3_Children
BBEF.	[M]Hutchinson's melanotic freckle	CTV3_Children
BBEG.	[M] Malignant melanoma in Hutchinson's melanotic freckle	CTV3Map_Code_And_Term
BBEH.	Superficial spreading melanoma	CTV3Map_Code_And_Term
BBEM.	Malignant melanoma in giant pigmented naevus	CTV3Map_Code_And_Term
BBEP.	Epithelioid cell melanoma	CTV3Map_Code_And_Term
BBEQ.	[M]Spindle cell melanoma NOS	CTV3Map_Code_And_Term
BBER.	Spindle cell melanoma - type A	CTV3_Children
BBES.	Spindle cell melanoma - type B	CTV3Map_Code_And_Term
BBET.	Mixed epithelioid and spindle cell melanoma	CTV3Map_Code_And_Term
BBF1.	[M]Sarcoma NOS	CTV3Map_Code_And_Term
BBF3.	Spindle cell sarcoma	CTV3Map_Code_And_Term
BBF4.	[M]Giant cell sarcoma (except of bone)	CTV3Map_Code_And_Term
BBF5.	Small cell sarcoma	CTV3Map_Code_And_Term
BBF6.	Epithelioid sarcoma	CTV3Map_Code_And_Term
BBG1.	[M]Fibrosarcoma NOS	CTV3Map_Code_And_Term
BBG3.	Fibromyxosarcoma	CTV3Map_Code_And_Term
BBG5.	Periosteal fibrosarcoma	CTV3_Children
BBG7.	Fascial fibrosarcoma	CTV3_Children
BBG8.	Infantile fibrosarcoma	CTV3Map_Code_And_Term
BBGF.	Malignant fibrous histiocytoma	CTV3Map_Code_And_Term
BBGM.	[M]Dermatofibrosarcoma NOS	CTV3Map_Code_And_Term
BBGP.	[M] Pigmented dermatofibrosarcoma protuberans	CTV3Map_Code_And_Term
BBH1.	[M]Myxosarcoma	CTV3Map_Code_And_Term
BBJ1.	[M]Liposarcoma NOS	CTV3Map_Code_And_Term
BBJ3.	Liposarcoma - well differentiated	CTV3Map_Code_And_Term
BBJ5.	Myxoid liposarcoma	CTV3Map_Code_And_Term
BBJ6.	Round cell liposarcoma	CTV3Map_Code_And_Term
BBJ7.	Pleomorphic liposarcoma	CTV3Map_Code_And_Term
BBJ8.	Mixed liposarcoma	CTV3Map_Code_And_Term
BBJB1	[M]Angiomyoliposarcoma	High_Level_SNOMED
BBJH.	Dedifferentiated liposarcoma	High_Level_SNOMED
BBK02	[M]Leiomyosarcoma NOS	CTV3Map_Code_And_Term
BBK04	Epithelioid leiomyosarcoma	CTV3Map_Code_And_Term
BBK11	Angiomyosarcoma	CTV3Map_Code_And_Term
BBK2.	[M]Myoma and myosarcoma	High_Level_SNOMED
BBK21	Myosarcoma	CTV3Map_Code_And_Term
BBK2z	[M]Myoma or myosarcoma NOS	High_Level_SNOMED
BBK31	[M]Rhabdomyosarcoma NOS	CTV3Map_Code_And_Term
BBK32	Pleomorphic rhabdomyosarcoma	CTV3Map_Code_And_Term
BBK33	Mixed type rhabdomyosarcoma	CTV3Map_Code_And_Term
BBK36	Embryonal rhabdomyosarcoma	CTV3Map_Code_And_Term
BBK37	Alveolar rhabdomyosarcoma	CTV3Map_Code_And_Term
BBL0.	Endometrial stromal sarcoma	CTV3Map_Code_And_Term
BBL4.	[M]Mixed tumour, malignant, NOS	CTV3Map_Code_And_Term
BBL5.	Mullerian mixed tumour	CTV3Map_Code_And_Term
BBL6.	Mesodermal mixed tumour	CTV3Map_Code_And_Term
BBL72	[M]Epithelial nephroblastoma	High_Level_SNOMED
BBL73	[M]Mesenchymal nephroblastoma	CTV3Map_Code_And_Term
BBL8.	Hepatoblastoma	CTV3Map_Code_And_Term
BBL9.	[M]Carcinosarcoma NOS	CTV3Map_Code_And_Term
BBLA.	Embryonal carcinosarcoma,	CTV3Map_Code_And_Term
BBLC1	Malignant mesenchymoma	CTV3Map_Code_And_Term
BBLD.	Embryonal sarcoma	CTV3Map_Code_And_Term
BBLE.	Adenosarcoma	CTV3Map_Code_And_Term
BBLJ.	[M] Clear cell sarcoma of kidney	CTV3Map_Code_And_Term
BBM01	Malignant Brenner tumour	CTV3Map_Code_And_Term
BBM9.	Malignant cystosarcoma phyllodes	CTV3Map_Code_And_Term
BBN2.	Synovial sarcoma - spindle cell	CTV3Map_Code_And_Term
BBN3.	Synovial sarcoma - epithelioid cell	CTV3_Children
BBN4.	Synovial sarcoma - biphasic	CTV3Map_Code_And_Term
BBN5.	[M]Clear cell sarcoma of tendons and aponeuroses	CTV3Map_Code_And_Term
BBP1.	Malignant mesothelioma	CTV3Map_Code_And_Term
BBP3.	Malignant fibrous mesothelioma	CTV3Map_Code_And_Term
BBP5.	Malignant epithelioid mesothelioma	CTV3Map_Code_And_Term
BBP7.	Malignant biphasic mesothelioma	CTV3Map_Code_And_Term
BBPX.	[M]Mesothelioma, unspecified	CTV3Map_Code_And_Term
BBQ0.	Dysgerminoma	CTV3Map_Code_And_Term
BBQ1.	[M]Seminomas	CTV3Map_Code_And_Term
BBQ10	Anaplastic seminoma	CTV3Map_Code_And_Term
BBQ11	Spermatocytic seminoma	CTV3Map_Code_And_Term
BBQ1z	[M]Seminoma NOS	CTV3Map_Code_And_Term
BBQ3.	[M]Embryonal carcinoma NOS	CTV3Map_Code_And_Term
BBQ4.	Endodermal sinus tumour	CTV3Map_Code_And_Term
BBQ5.	Polyembryoma	CTV3Map_Code_And_Term
BBQ73	Teratocarcinoma	CTV3Map_Code_And_Term
BBQ74	Malignant teratoma - undifferentiated	CTV3Map_Code_And_Term
BBQ75	Malignant teratoma - intermediate	CTV3Map_Code_And_Term
BBQ9.	Dermoid cyst with malignant transformation	CTV3Map_Code_And_Term
BBQA1	Malignant struma ovarii	CTV3Map_Code_And_Term
BBR2.	[M]Choriocarcinoma	CTV3Map_Code_And_Term
BBR3.	Choriocarcinoma combined with teratoma	CTV3Map_Code_And_Term
BBR4.	Trophoblastic malignant teratoma	CTV3Map_Code_And_Term
BBS2.	Malignant mesonephroma	High_Level_SNOMED
BBT1.	Haemangiosarcoma	CTV3Map_Code_And_Term
BBT5.	Kupffer cell sarcoma	High_Level_SNOMED
BBT71	Malignant haemangioendothelioma	CTV3Map_Code_And_Term
BBTA.	[M]Kaposi's sarcoma	CTV3Map_Code_And_Term
BBTD2	Malignant haemangiopericytoma	CTV3Map_Code_And_Term
BBU1.	Lymphangiosarcoma	CTV3Map_Code_And_Term
BBV1.	Osteosarcoma - morphology	High_Level_SNOMED
BBV2.	Chondroblastic osteosarcoma	CTV3Map_Code_And_Term
BBV3.	Fibroblastic osteosarcoma	CTV3Map_Code_And_Term
BBV4.	Telangiectatic osteosarcoma	CTV3Map_Code_And_Term
BBV5.	Osteosarcoma in Paget's disease of bone	CTV3Map_Code_And_Term
BBV6.	Juxtacortical osteosarcoma	CTV3_Children
BBV9.	[M] Myxoid chondrosarcoma	CTV3Map_Code_And_Term
BBVA.	[M] Small cell osteosarcoma	CTV3Map_Code_And_Term
BBVz.	[M]Osteoma or osteosarcoma NOS	CTV3_Children
BBW4.	[M]Chondrosarcoma NOS	CTV3Map_Code_And_Term
BBW6.	Juxtacortical chondrosarcoma	CTV3Map_Code_And_Term
BBW8.	Malignant chondroblastoma	CTV3Map_Code_And_Term
BBW9.	Mesenchymal chondrosarcoma	CTV3Map_Code_And_Term
BBX1.	Malignant giant cell tumour of bone	CTV3Map_Code_And_Term
BBX3.	Malignant giant cell tumour of soft tissue	CTV3Map_Code_And_Term
BBY0.	Ewing's sarcoma	CTV3Map_Code_And_Term
BBZ2.	Malignant odontogenic tumour	CTV3Map_Code_And_Term
BBZC.	Ameloblastic odontosarcoma	CTV3Map_Code_And_Term
BBZG.	Malignant ameloblastoma	CTV3Map_Code_And_Term
BBZN.	Ameloblastic fibrosarcoma	CTV3Map_Code_And_Term
BBa3.	Pineoblastoma	CTV3Map_Code_And_Term
BBa5.	Chordoma	CTV3Map_Code_And_Term
BBb0.	[M]Glioma, malignant &/or glioma NOS &/or gliosarcoma	High_Level_SNOMED
BBb1.	Gliomatosis cerebri	CTV3Map_Code_And_Term
BBb2.	Mixed glioma	High_Level_SNOMED
BBb6.	[M]Choroid plexus papilloma, malignant	High_Level_SNOMED
BBbH.	[M]Spongioblastoma NOS	CTV3Map_Code_And_Term
BBbJ.	Spongioblastoma polare	High_Level_SNOMED
BBbK.	Astroblastoma	CTV3Map_Code_And_Term
BBbL.	[M]Glioblastoma multiforme (& NOS)	CTV3_Children
BBbM.	Giant cell glioblastoma	CTV3Map_Code_And_Term
BBbN.	Glioblastoma with sarcomatous component	CTV3_Children
BBbP.	Primitive polar spongioblastoma	High_Level_SNOMED
BBbQ.	[M]Oligodendroglioma NOS	CTV3Map_Code_And_Term
BBbR.	Anaplastic oligodendroglioma	CTV3Map_Code_And_Term
BBbS.	Oligodendroblastoma	CTV3Map_Code_And_Term
BBbT.	[M]Medulloblastoma NOS	CTV3Map_Code_And_Term
BBbU.	Desmoplastic medulloblastoma	CTV3Map_Code_And_Term
BBbV.	Medullomyoblastoma	CTV3Map_Code_And_Term
BBbW.	[M]Cerebellar sarcoma NOS	CTV3Map_Code_And_Term
BBbX.	Monstrocellular sarcoma	High_Level_SNOMED
BBc..	[M]Neuroepitheliomatous neoplasms	CTV3Map_Code_And_Term
BBc01	Ganglioneuroblastoma	CTV3Map_Code_And_Term
BBc1.	[M](Neuroblastoma NOS) or (sympathicoblastoma)	High_Level_SNOMED
BBc2.	[M]Medulloepithelioma NOS	CTV3Map_Code_And_Term
BBc3.	Teratoid medulloepithelioma	CTV3Map_Code_And_Term
BBc4.	[M]Neuroepithelioma NOS	CTV3Map_Code_And_Term
BBc5.	Spongioneuroblastoma	High_Level_SNOMED
BBc9.	[M]Retinoblastomas	CTV3Map_Code_And_Term
BBc90	Retinoblastoma - differentiated	CTV3Map_Code_And_Term
BBc91	Retinoblastoma - undifferentiated	CTV3Map_Code_And_Term
BBc9z	[M]Retinoblastoma NOS	CTV3Map_Code_And_Term
BBcA.	Olfactory neurogenic tumour	CTV3Map_Code_And_Term
BBcB.	Asthesioneurocytoma	CTV3_Children
BBcC.	Asthesioneuroblastoma	CTV3Map_Code_And_Term
BBcD.	Aesthesioneuroepithelioma	CTV3Map_Code_And_Term
BBcz.	[M]Neuroepitheliomatous neoplasm NOS	CTV3Map_Code_And_Term
BBd2.	Malignant meningioma	CTV3Map_Code_And_Term
BBdB.	Meningeal sarcomatosis	CTV3Map_Code_And_Term
BBe2.	Neurofibrosarcoma	CTV3Map_Code_And_Term
BBe7.	Malignant neurilemmoma	CTV3Map_Code_And_Term
BBf1.	Malignant granular cell tumour	High_Level_SNOMED
BBf2.	[M]Alveolar soft part sarcoma	CTV3Map_Code_And_Term
BBmG.	[M] Immunoproliferative small intestinal disease	High_Level_SNOMED
Byu1.	[X]Malignant neoplasm of digestive organs	CTV3Map_Code_And_Term
Byu10	[X]Other sarcomas of the liver	CTV3_Children
Byu11	[X]Other specified carcinomas of liver	CTV3Map_Code_And_Term
Byu12	[X]Malignant neoplasm of intestinal tract, part unspecified	CTV3Map_Code_And_Term
Byu13	[X]Malignant neoplsm/ill-defin sites within digestive system	CTV3Map_Code_And_Term
Byu2.	[X]Malignant neoplasm of respiratory and intrathoracic orga	CTV3Map_Code_And_Term
Byu24	[X]Malignant neoplasm/ill-defined sites within resp system	CTV3Map_Code_And_Term
Byu25	[X]Malignant neoplasm of mediastinum, part unspecified	CTV3Map_Code_And_Term
Byu3.	[X]Malignant neoplasm of bone and articular cartilage	CTV3Map_Code_And_Term
Byu30	[X]Mal neoplasm/overlap lesion/bone+articular cartilage/limb	CTV3_Children
Byu31	[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd	CTV3Map_Code_And_Term
Byu32	[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage	CTV3Map_Code_And_Term
Byu33	[X]Malignant neoplasm/bone+articular cartilage, unspecified	CTV3Map_Code_And_Term
Byu52	[X]Kaposi's sarcoma of multiple organs	CTV3Map_Code_And_Term
Byu53	[X]Kaposi's sarcoma, unspecified	CTV3Map_Code_And_Term
Byu54	[X]Malignant neoplasm/peripheral nerves of trunk,unspecified	CTV3Map_Code_And_Term
Byu55	[X]Mal neoplasm/overlap les/periph nerv+autonomic nerv systm	CTV3Map_Code_And_Term
Byu56	[X]Mal neoplasm/periph nerves+autonomic nervous system,unspc	CTV3Map_Code_And_Term
Byu57	[X]Malignant neoplasm of peritoneum, unspecified	CTV3Map_Code_And_Term
Byu58	[X]Mal neoplasm/connective+soft tissue of trunk,unspecified	CTV3Map_Code_And_Term
Byu59	[X]Malignant neoplasm/connective + soft tissue,unspecified	CTV3Map_Code_And_Term
Byu5A	[X]Malignant neoplasm overlapping lesion of skin	CTV3Map_Code_And_Term
Byu5B	[X]Kaposi's sarcoma of other sites	CTV3Map_Code_And_Term
